SentenceIndex	DocumentId	Entity	Relation	Slotfill(tag)	Correct	Incorrect	Sentence
5962	APW_ENG_20071129.0782.LDC2009T13	The British novelist-3	nationality	British-2	1		The British novelist was accused of blasphemy by many Muslims for his 1988 novel The Satanic Verses, which had a character seen as a reference to the prophet.
5963	APW_ENG_20071129.0782.LDC2009T13	Iran's Ayatollah Ruhollah Khomeini-5	nationality	Iran-1	1		Iran's Ayatollah Ruhollah Khomeini issued a religious edict calling for Rushdie's death.
5964	APW_ENG_20071129.0782.LDC2009T13	President al-Bashir-16	jobTitle	president-15	1		The north of Sudan bases its legal code on Islamic Sharia law, and President al-Bashir often seeks to burnish his religious credentials.
5969	APW_ENG_20081008.1000.LDC2009T13	Mexican peso-2	nationality	Mexican-1	1		Mexican peso continues to weaken against dollar
5977	APW_ENG_20081008.1000.LDC2009T13	Barclay's Capital analyst Jimena Zuniga-6	jobTitle	analyst-4	1		Barclay's Capital analyst Jimena Zuniga says the slide is a response to falling oil prices and Mexico's deteriorating growth outlook amid turmoil in the global economy.
5977	APW_ENG_20081008.1000.LDC2009T13	Mexico's deteriorating growth outlook-22	nationality	Mexico-18		1	Barclay's Capital analyst Jimena Zuniga says the slide is a response to falling oil prices and Mexico's deteriorating growth outlook amid turmoil in the global economy.
5993	AFP_ENG_20080915.0273.LDC2009T13	Kuwaiti dealer Fuad al-Awadh-19	nationality	Kuwaiti-16	1		We don't know whether what's happening is real or a dream, Kuwaiti dealer Fuad al-Awadh told AFP soon after the market closed.
5993	AFP_ENG_20080915.0273.LDC2009T13	Kuwaiti dealer Fuad al-Awadh-19	jobTitle	dealer-17	1		We don't know whether what's happening is real or a dream, Kuwaiti dealer Fuad al-Awadh told AFP soon after the market closed.
5996	AFP_ENG_20080915.0273.LDC2009T13	Parliament speaker Jassem al-Khorafi-4	jobTitle	speaker-2	1		Parliament speaker Jassem al-Khorafi called on the government to step in to halt the slide in the bourse.
5999	AFP_ENG_20080915.0273.LDC2009T13	the United Arab Emirates (UAE)-7	nationality	United Arab Emirates-5		1	In the United Arab Emirates (UAE), the Abu Dhabi Securities Exchange dived 4.35 percent to 3,754.49 points.
6003	AFP_ENG_20080915.0273.LDC2009T13	The two UAE bourses-4	nationality	UAE-3	1		The two UAE bourses have been falling in recent weeks because of a drop in the shares of giant real estate companies which are market leaders.
6007	AFP_ENG_20071029.0174.LDC2009T13	Tehran's top trading partner-31	city	Tehran-27	1		A senior US official said Monday he discussed the latest sanctions imposed by Washington against Iran with officials in the United Arab Emirates, which is Tehran's top trading partner.
6007	AFP_ENG_20071029.0174.LDC2009T13	A senior US official-4	jobTitle	senior-2		1	A senior US official said Monday he discussed the latest sanctions imposed by Washington against Iran with officials in the United Arab Emirates, which is Tehran's top trading partner.
6007	AFP_ENG_20071029.0174.LDC2009T13	A senior US official-4	nationality	US-3	1		A senior US official said Monday he discussed the latest sanctions imposed by Washington against Iran with officials in the United Arab Emirates, which is Tehran's top trading partner.
6009	AFP_ENG_20071029.0174.LDC2009T13	Iran's nuclear ambitions-15	nationality	Iran-12	1		The United States on Thursday announced new sanctions aimed at punishing Iran's nuclear ambitions and alleged sponsorship of terrorism.
6022	AFP_ENG_20081017.0066.LDC2009T13	Columbus Blue Jackets center Michael Peca-6	city	Columbus-1		1	Columbus Blue Jackets center Michael Peca was handed a five-game suspension by National Hockey League commissioner Gary Bettman on Friday for grabbing a referee by the arm during an October 10 game.
6046	APW_ENG_20070419.0049.LDC2009T13	managing director Kevin Christie-13	jobTitle	managing director-11	1		You can't Disney-fy Dickens, said managing director Kevin Christie, because he was better and he was first.
6104	AFP_ENG_20070221.0575.LDC2009T13	US consumer inflation-5	nationality	US-3	1		Jitters as US consumer inflation jumps by Jitendra Joshi
6107	AFP_ENG_20070221.0575.LDC2009T13	Briefing.com equity analyst Dick Green-32	jobTitle	analyst-30	1		The CPI news takes some of the wind out of the excessively optimistic 'Goldilocks' forecast of moderate economic growth with low inflation, Briefing.com equity analyst Dick Green said.
6113	AFP_ENG_20070221.0575.LDC2009T13	US economic acceleration-20	nationality	US-18	1		The Fed has held its headline interest rate at 5.25 percent since August, highlighting signs of US economic acceleration along with an easing of inflation pressures at its last meeting in January.
6125	AFP_ENG_20070221.0575.LDC2009T13	blue-chip US shares-18	nationality	US-17	1		Naroff cautioned that investors should not assume that inflation has gone away, as blue-chip US shares sold off on the CPI news.
6130	AFP_ENG_20070221.0575.LDC2009T13	the US economy and consumer demand-12	nationality	the US-8		1	Conference Board economist Ken Goldstein said the US economy and consumer demand had proved resilient to high energy prices and a housing slump.
6134	APW_ENG_20071116.0635.LDC2009T13	Amsterdam Municipality spokesman Hendrik Wooldrik-56	jobTitle	spokesman-54	1		The Yab Yum club, located in a historic canalside mansion in downtown Amsterdam, has long been an exclusive hang out for well- heeled businessmen and tourists, but city fathers now believe its owners could be engaging in criminal transactions and have revoked its permit, Amsterdam Municipality spokesman Hendrik Wooldrik said Friday.
6150	APW_ENG_20070422.0277.LDC2009T13	the Jewish state-16	religion	jewish-15	1		He told the Dubai-based station that he would even be willing to visit the Jewish state to help bring peace to the Middle East.
6154	XIN_ENG_20080711.0216.LDC2009T13	the Brazilian League-18	nationality	Brazilian-17	1		Rio's Vasco beat Pernambuco state's Sport Recife 4-0 in the tenth round of the Brazilian League on Thursday night.
6157	XIN_ENG_20080711.0216.LDC2009T13	the Brazilian League-4	nationality	Brazilian-3	1		In the Brazilian League, the last four teams are relegated to the second division.
6158	XIN_ENG_20080711.0216.LDC2009T13	new president Roberto Dinamite-25	jobTitle	president-23	1		Sport had the best moves in the beginning of the game, but Vasco, in the first home match under new president Roberto Dinamite, got better opportunities to score before the 35-minute goal by midfielder Morais assisted by Edmundo.
6159	XIN_ENG_20080711.0216.LDC2009T13	Vasco head coach Antonio Lopes-13	jobTitle	head coach-11	1		After the end of the first half, Vasco head coach Antonio Lopes and Sport physical coach Eduardo Baptista had an argument and were both dismissed from the match by referee Antonio Hora Filho.
6181	LTW_ENG_20080715.0045.LDC2009T13	Australian food writer and head chef-6	nationality	Australian-1	1		Australian food writer and head chef at the Petersham Nurseries Cafe in Richmond, Surrey, comes out with her second cookbook (following A Year in My Kitchen), highlighting seasonal ingredients in recipes such as raw white asparagus with porcini, roasted hazelnuts and Parmesan
6181	LTW_ENG_20080715.0045.LDC2009T13	Australian food writer and head chef-6	jobTitle	head-5		1	Australian food writer and head chef at the Petersham Nurseries Cafe in Richmond, Surrey, comes out with her second cookbook (following A Year in My Kitchen), highlighting seasonal ingredients in recipes such as raw white asparagus with porcini, roasted hazelnuts and Parmesan
6212	LTW_ENG_20080715.0045.LDC2009T13	Italian culinary writer Del Conte-14	nationality	Italian-10	1		Puglia, Le Marche, Piedmont, Sardinia ... Italian culinary writer Del Conte covers the less-traveled regions of Italy.
6237	NYT_ENG_20070322.0112.LDC2009T13	Danish products-22	nationality	Danish-21	1		The publication in Denmark set off deadly rioting across parts of the Muslim world and resulted in Muslim boycotts of Danish products.
6239	NYT_ENG_20070322.0112.LDC2009T13	the French cartoonist Cabu-23	nationality	French-21	1		On the cover of its Feb. 8, 2006, issue, Charlie Hebdo published an original drawing by the French cartoonist Cabu depicting a crying Muhammad with his head in his hands, saying, It's hard to be loved by idiots.
6239	NYT_ENG_20070322.0112.LDC2009T13	the French cartoonist Cabu-23	jobTitle	cartoonist-22	1		On the cover of its Feb. 8, 2006, issue, Charlie Hebdo published an original drawing by the French cartoonist Cabu depicting a crying Muhammad with his head in his hands, saying, It's hard to be loved by idiots.
6272	LTW_ENG_20081031.0044.LDC2009T13	kidney specialist Dr. Azikiwe Nwosu-40	jobTitle	specialist-37		1	In Texas, where illegal immigrants generally can't get routine care, some have cycled through the emergency room at El Paso's Thomason Hospital more than 100 times for life-saving dialysis, said kidney specialist Dr. Azikiwe Nwosu.
6350	AFP_ENG_20070416.0099.LDC2009T13	the Iraqi government-30	nationality	Iraqi-29	1		Considering the public interest, we found that it was necessary to issue an order to the ministers of the Sadr bloc to immediately withdraw from the Iraqi government, the statement said.
6353	AFP_ENG_20070416.0099.LDC2009T13	the prime minister's lack of response-12	jobTitle	prime minister-8		1	The main reasons are the prime minister's lack of response to the demands of nearly one million people in Najaf asking for the withdrawal of US forces and the deterioration in security and services, Rubaie told reporters.
6353	AFP_ENG_20070416.0099.LDC2009T13	US forces-29	nationality	US-28	1		The main reasons are the prime minister's lack of response to the demands of nearly one million people in Najaf asking for the withdrawal of US forces and the deterioration in security and services, Rubaie told reporters.
6411	NYT_ENG_20080915.0021.LDC2009T13	the Yankees' first defeat of the season-19	nationality	Yankees-13		1	Cone said he was surprised at how dejected Girardi appeared after the Yankees' first defeat of the season.
6441	XIN_ENG_20070917.0192.LDC2009T13	the Palestinian Liberation Organization (PLO) Monday-11	nationality	Palestinian-5	1		A member of the Palestinian Liberation Organization (PLO) Monday urged the U.S. administration, in particular U.S. Secretary of State Condoleezza Rice, to be clear in its political stance before the Middle East peace conference slated for November.
6441	XIN_ENG_20070917.0192.LDC2009T13	particular U.S. Secretary of State Condoleezza Rice-24	jobTitle	secretary of state-22	1		A member of the Palestinian Liberation Organization (PLO) Monday urged the U.S. administration, in particular U.S. Secretary of State Condoleezza Rice, to be clear in its political stance before the Middle East peace conference slated for November.
6447	XIN_ENG_20070917.0192.LDC2009T13	Israeli withdrawal-30	nationality	Israeli-29		1	He also called on Egypt and Jordan, who are set to join the conference, not to take part in if a breakthrough, i.e. Israeli withdrawal from the occupied Palestinian territories, was not certain.
6447	XIN_ENG_20070917.0192.LDC2009T13	the occupied Palestinian territories-35	nationality	Palestinian-34	1		He also called on Egypt and Jordan, who are set to join the conference, not to take part in if a breakthrough, i.e. Israeli withdrawal from the occupied Palestinian territories, was not certain.
6460	NYT_ENG_20070318.0045.LDC2009T13	Valencia Country Club-28	city	Valencia-26	1		Bean hit 12 of 14 fairways -- four more than the previous day -- and shot a 6-under 66 to put himself in contention at Valencia Country Club.
6484	NYT_ENG_20070104.0284.LDC2009T13	Prime Minister Ehud Olmert-4	jobTitle	prime minister-2	1		Prime Minister Ehud Olmert met President Hosni Mubarak of Egypt on Thursday evening in an effort to give momentum to the Israeli- Palestinian peace negotiations.
6484	NYT_ENG_20070104.0284.LDC2009T13	President Hosni Mubarak of Egypt on Thursday-12	jobTitle	president-6	1		Prime Minister Ehud Olmert met President Hosni Mubarak of Egypt on Thursday evening in an effort to give momentum to the Israeli- Palestinian peace negotiations.
6484	NYT_ENG_20070104.0284.LDC2009T13	the Israeli- Palestinian peace negotiations-25	nationality	Palestinian-23		1	Prime Minister Ehud Olmert met President Hosni Mubarak of Egypt on Thursday evening in an effort to give momentum to the Israeli- Palestinian peace negotiations.
6485	NYT_ENG_20070104.0284.LDC2009T13	an Israeli military raid-10	nationality	Israeli-8	1		But the meeting was overshadowed by an Israeli military raid in the West Bank in which four Palestinians were killed and 20 wounded.
6491	NYT_ENG_20070104.0284.LDC2009T13	Israeli troops-4	nationality	Israeli-3	1		He said Israeli troops returned fire, but did not initiate it.
6494	NYT_ENG_20070104.0284.LDC2009T13	the Israeli calls-29	nationality	Israeli-28		1	The Palestinian president, Mahmoud Abbas, with whom Olmert met last week, condemned the raid, saying in a statement that it proved that the Israeli calls for peace and security are fake.
6499	NYT_ENG_20070104.0284.LDC2009T13	Egyptian officials-2	nationality	Egyptian-1	1		Egyptian officials said that they were discussing another Olmert- Abbas meeting with Egyptian and Jordanian leaders present.
6499	NYT_ENG_20070104.0284.LDC2009T13	Egyptian and Jordanian leaders-16	nationality	Egyptian-13	1		Egyptian officials said that they were discussing another Olmert- Abbas meeting with Egyptian and Jordanian leaders present.
6499	NYT_ENG_20070104.0284.LDC2009T13	Egyptian and Jordanian leaders-16	nationality	Jordanian-15	1		Egyptian officials said that they were discussing another Olmert- Abbas meeting with Egyptian and Jordanian leaders present.
6503	NYT_ENG_20070104.0284.LDC2009T13	Israel's leaders-43	nationality	Israel-41	1		Earlier, in Jerusalem, he spoke at the state funeral for the city's fabled former mayor, Teddy Kollek, who died Tuesday at 95 and was buried in the area of the Mount Herzl cemetery reserved for Israel's leaders.
6507	NYT_ENG_20070104.0284.LDC2009T13	Sharon's tragedy-27	city	Sharon-25		1	Olmert, Sharon's deputy, was chosen to lead the Kadima Party in his stead and became prime minister, and he acknowledged Sharon's tragedy at his news conference in Egypt.
6522	NYT_ENG_20070104.0284.LDC2009T13	the Israeli army vehicles-21	nationality	Israeli-19	1		Youths on rooftops threw stones, metal trash barrels, a refrigerator and blocks of concrete at the Israeli army vehicles.
6539	NYT_ENG_20070104.0284.LDC2009T13	Palestinian security services-3	nationality	Palestinian-1	1		Palestinian security services have warned foreign journalists to keep out of Gaza for now, because of the kidnappings and chaos.
6541	NYT_ENG_20070104.0284.LDC2009T13	the Palestinian political system-8	nationality	Palestinian-6	1		The weakness of the Palestinian political system and the situation of the current Hamas-led government have contributed to this state of lawlessness, he said.
6561	APW_ENG_20071120.0538.LDC2009T13	A Polish court-3	nationality	Polish-2	1		A Polish court issued a European arrest warrant Tuesday for Helena Wolinska, a Stalinist-era prosecutor now living in Britain who is accused of fabricating evidence against suspects in the notorious show trials of the 1950s.
6564	APW_ENG_20071120.0538.LDC2009T13	the Polish underground Home Army-14	nationality	Polish-11	1		Fieldorf, known by the alias Nil, led the Polish underground Home Army, which rose up against the Nazi occupiers during World War II.
6570	NYT_ENG_20070220.0216.LDC2009T13	the Episcopal Church-8	religion	episcopal-7	1		There was a time when the Episcopal Church in the United States was known as the Republican Party at prayer, but in the last 30 years it has evolved into the Rainbow Coalition of Christianity.
6573	NYT_ENG_20070220.0216.LDC2009T13	the global Anglican Communion-10	religion	anglican-9		1	Now the conservatives who numerically dominate the global Anglican Communion have handed their Episcopal branch in the United States an ultimatum that requires the church to reel in the rainbow if it wants to remain a part of the Communion.
6573	NYT_ENG_20070220.0216.LDC2009T13	their Episcopal branch-15	religion	episcopal-14	1		Now the conservatives who numerically dominate the global Anglican Communion have handed their Episcopal branch in the United States an ultimatum that requires the church to reel in the rainbow if it wants to remain a part of the Communion.
6578	NYT_ENG_20070220.0216.LDC2009T13	the American church-24	nationality	American-23	1		Many took umbrage at what they see as meddling by foreign primates who are imposing their culture and theological interpretations on the American church.
6579	NYT_ENG_20070220.0216.LDC2009T13	the Anglican Communion-7	religion	anglican-6	1		Being part of the Anglican Communion is very important to me, said Bishop Mark S. Sisk of New York.
6579	NYT_ENG_20070220.0216.LDC2009T13	Bishop Mark S. Sisk of New York-22	jobTitle	bishop-16	1		Being part of the Anglican Communion is very important to me, said Bishop Mark S. Sisk of New York.
6581	NYT_ENG_20070220.0216.LDC2009T13	the Episcopal Church-22	religion	episcopal-21	1		On her way home from the meeting in Tanzania, Katharine Jefferts Schori, the new presiding bishop of the Episcopal Church, wrote three pages of Reflections on the Primates Meeting that were released late on Tuesday.
6588	NYT_ENG_20070220.0216.LDC2009T13	the Episcopal Church-57	religion	episcopal-56	1		 the liberals from blessing same- sex unions and consecrating gay bishops, and the conservative primates from transgressing diocesan boundaries, which is what happened when some primates from Africa, Asia and Latin America recently tried taking control of conservative parishes in the United States that elected to leave the Episcopal Church.
6593	NYT_ENG_20070220.0216.LDC2009T13	the Episcopal Church-52	religion	episcopal-51	1		But already there were questions from Episcopalians who said that such significant decisions as a moratorium on gay bishops and blessings, and the creation of a council and primatial vicar could not be taken by the House of Bishops alone, but by the General Convention of the Episcopal Church, which includes lay and clergy delegates.
6598	NYT_ENG_20070220.0216.LDC2009T13	the Episcopal Church-15	religion	episcopal-14	1		If this is all the communique is requiring, they suggested, the Episcopal Church can live with that.
6604	NYT_ENG_20070220.0216.LDC2009T13	the Episcopal Church-4	religion	episcopal-3	1		Although the Episcopal Church is known as an inclusive haven, Hopkins said, he already knows gay men and lesbians who are leaving.
6621	AFP_ENG_20070213.0801.LDC2009T13	The Bosnian community-3	nationality	Bosnian-2	1		The Bosnian community in Salt Lake City is reported to number around 3,000 people.
6621	AFP_ENG_20070213.0801.LDC2009T13	Salt Lake City-7	city	Salt Lake-6		1	The Bosnian community in Salt Lake City is reported to number around 3,000 people.
6628	AFP_ENG_20070213.0801.LDC2009T13	the northeastern US city of Philadelphia on Monday-11	nationality	US-6	1		Meanwhile, in the northeastern US city of Philadelphia on Monday, a lone gunman entered an office complex and opened fire, leaving four people dead, including the attacker.
6633	AFP_ENG_20070213.0801.LDC2009T13	Deputy Police Commissioner Richard Ross-24	jobTitle	police commissioner-22		1	It appeared that the shooter was upset over something that was going on inside the business, Deputy Police Commissioner Richard Ross told the Inquirer.
6634	XIN_ENG_20080112.0143.LDC2009T13	Macedonian army helicopter crash-7	nationality	Macedonian-4	1		11 killed in Macedonian army helicopter crash
6638	XIN_ENG_20080112.0143.LDC2009T13	Interior Minister Gordana Jankulovska-14	jobTitle	minister-12		1	Macedonian President Branko Crvenkovski, Prime Minister Nikola Gruevski and Interior Minister Gordana Jankulovska were rushed to the site of the crash, 25 kilometers southeast of Skopje.
6641	XIN_ENG_20080112.0143.LDC2009T13	the Macedonian air force-24	nationality	Macedonian-22	1		The cause of the crash is unclear, and investigations have been started into the accident, the deadliest for the Macedonian air force.
6643	AFP_ENG_20040830.0308.LDC2007T07	Iranian supreme leader Ayatollah Ali Khamenei Monday-7	nationality	Iranian-1	1		Iranian supreme leader Ayatollah Ali Khamenei Monday said US forces fighting militia in Najaf were defeated by the spiritual glory of the Iraqi Shiite holy city.
6643	AFP_ENG_20040830.0308.LDC2007T07	Iranian supreme leader Ayatollah Ali Khamenei Monday-7	jobTitle	leader-3		1	Iranian supreme leader Ayatollah Ali Khamenei Monday said US forces fighting militia in Najaf were defeated by the spiritual glory of the Iraqi Shiite holy city.
6643	AFP_ENG_20040830.0308.LDC2007T07	US forces-10	nationality	US-9	1		Iranian supreme leader Ayatollah Ali Khamenei Monday said US forces fighting militia in Najaf were defeated by the spiritual glory of the Iraqi Shiite holy city.
6643	AFP_ENG_20040830.0308.LDC2007T07	the Iraqi Shiite holy city-28	nationality	Iraqi-25	1		Iranian supreme leader Ayatollah Ali Khamenei Monday said US forces fighting militia in Najaf were defeated by the spiritual glory of the Iraqi Shiite holy city.
6648	AFP_ENG_20040830.0308.LDC2007T07	university lecturers and students-8	school	university-5		1	In a meeting with university lecturers and students, Khamenei urged young people to take Imam Ali, killed in Kufa in 661 AD by the rival Caliph, as an outstanding model for justice and spirituality.
6651	APW_ENG_20080403.1570.LDC2009T13	Zimbabwe opposition offices-3	nationality	Zimbabwe-1	1		Zimbabwe opposition offices raided, foreign reporters detained as state media hit Mugabe foes
6669	APW_ENG_20080403.1570.LDC2009T13	MDC secretary-general Tendai Biti-4	jobTitle	secretary-general-2	1		MDC secretary-general Tendai Biti said hotel rooms used as offices by the opposition at a Harare hotel were ransacked by intruders he believed were either police or agents of the feared Central Intelligence Organization.
6727	AFP_ENG_20070622.0308.LDC2009T13	the US agribusiness group-16	nationality	the US-14	1		Elsewhere, Archer Daniels Midland added 53 cents to 34.36 on reports the US agribusiness group was preparing a bid for Brazil's Cosan SA, that country's largest sugar and ethanol producer.
6727	AFP_ENG_20070622.0308.LDC2009T13	Brazil's Cosan SA-25	nationality	Brazil-22	1		Elsewhere, Archer Daniels Midland added 53 cents to 34.36 on reports the US agribusiness group was preparing a bid for Brazil's Cosan SA, that country's largest sugar and ethanol producer.
6729	AFP_ENG_20080429.0159.LDC2009T13	the Los Angeles Lakers-40	city	Los Angeles-39	1		Byron Scott, who guided the once-lowly New Orleans Hornets to a club-record 56-win season, was named the National Basketball Association Coach of the Year here Tuesday.Scott, who won three NBA titles with the Los Angeles Lakers in the 1980s during a 14-year playing career, will receive the Red Auerbach Trophy after masterminding an 18-game improvement by the Hornets over last season.
6729	AFP_ENG_20080429.0159.LDC2009T13	a 14-year playing career-48	province	playing-47		1	Byron Scott, who guided the once-lowly New Orleans Hornets to a club-record 56-win season, was named the National Basketball Association Coach of the Year here Tuesday.Scott, who won three NBA titles with the Los Angeles Lakers in the 1980s during a 14-year playing career, will receive the Red Auerbach Trophy after masterminding an 18-game improvement by the Hornets over last season.
6730	AFP_ENG_20080429.0159.LDC2009T13	a North American media panel-19	nationality	American-17		1	Scott, 47, received 458 points, including 70 first-place votes, from a North American media panel with five points for first, three for second and one for third to become the first Hornets coach to ever receive the award.
6738	AFP_ENG_20080313.0495.LDC2009T13	Chad claims-2	nationality	Chad-1		1	Chad claims rebel infiltration from Sudan
6742	AFP_ENG_20080313.0495.LDC2009T13	Chadian rebels-10	nationality	Chadian-9	1		Deby, whose regime accuses Khartoum of supporting Chadian rebels, was in Senegal's capital Dakar on Thursday where he was to sign a peace accord later in the day with Sudanese President Omar al- Beshir.
6742	AFP_ENG_20080313.0495.LDC2009T13	Senegal's capital Dakar-17	nationality	Senegal-14		1	Deby, whose regime accuses Khartoum of supporting Chadian rebels, was in Senegal's capital Dakar on Thursday where he was to sign a peace accord later in the day with Sudanese President Omar al- Beshir.
6742	AFP_ENG_20080313.0495.LDC2009T13	Sudanese President Omar al- Beshir-37	nationality	Sudanese-33	1		Deby, whose regime accuses Khartoum of supporting Chadian rebels, was in Senegal's capital Dakar on Thursday where he was to sign a peace accord later in the day with Sudanese President Omar al- Beshir.
6742	AFP_ENG_20080313.0495.LDC2009T13	Sudanese President Omar al- Beshir-37	jobTitle	president-34	1		Deby, whose regime accuses Khartoum of supporting Chadian rebels, was in Senegal's capital Dakar on Thursday where he was to sign a peace accord later in the day with Sudanese President Omar al- Beshir.
6751	APW_ENG_20080401.0928.LDC2009T13	the British man-30	nationality	British-29	1		The driver of the car told us that gunmen riding in a covered car have showered the aid workers' car with machine-gun fires, injuring the British man in the leg, added local clan leader Mohamed Marbuc Aden, who had met with the two men a day earlier.
6765	APW_ENG_20080918.0478.LDC2009T13	Sri Lanka orders-3	nationality	Sri Lanka-2		1	Sri Lanka orders Tamils in Colombo to register
6772	APW_ENG_20080918.0478.LDC2009T13	Police spokesman Ranjith Gunasekera-4	jobTitle	spokesman-2	1		Police spokesman Ranjith Gunasekera announced Thursday that every Sri Lankan who came to Colombo from the north in the past five years would have to reregister with police en masse Sunday at police stations and other designated centers across the city.
6790	APW_ENG_20080918.0478.LDC2009T13	Military spokesman Brig. Udaya Nanayakkara-6	jobTitle	spokesman-2	1		Military spokesman Brig. Udaya Nanayakkara said six troops were hit and hospitalized with minor breathing problems.
6798	AFP_ENG_20070710.0357.LDC2009T13	Danish motorists-2	nationality	Danish-1	1		Danish motorists can now sign an insurance policy against speeding tickets, the Danish car enthusiasts' club Fartklubben announced on Tuesday.
6805	AFP_ENG_20070710.0357.LDC2009T13	The Danish Road Safety Council-5	nationality	Danish-2	1		The Danish Road Safety Council said meanwhile the initiative was foolish.
6822	APW_ENG_20080902.0781.LDC2009T13	The Tehran bureau chief-4	city	Tehran-2	1		The Tehran bureau chief for Al-Arabiya television has been banned by Iranian authorities from working in the Islamic Republic and was told on Tuesday to leave the country as soon as possible, the Saudi-owned network told The Associated Press.
6822	APW_ENG_20080902.0781.LDC2009T13	Iranian authorities-13	nationality	Iranian-12	1		The Tehran bureau chief for Al-Arabiya television has been banned by Iranian authorities from working in the Islamic Republic and was told on Tuesday to leave the country as soon as possible, the Saudi-owned network told The Associated Press.
6824	APW_ENG_20080902.0781.LDC2009T13	Iranian Information Ministry-17	nationality	Iranian-15	1		The network's representative did not want to elaborate on how the decision of Iranian Information Ministry to revoke Fahas' press accreditation and declare him persona non grata will affect Al- Arabiya's news office in Iran, involving a staff of a dozen reporters, producers and cameramen.
6825	APW_ENG_20080902.0781.LDC2009T13	our (Tehran) office-20	city	Tehran-18	1		It is not yet clear if they are deporting our bureau chief or closing our (Tehran) office, the Al-Arabiya representative said.
6828	APW_ENG_20080902.0781.LDC2009T13	Iranian officials-15	nationality	Iranian-14	1		The network has rejected the criticism, saying that it had always given Iranian officials the chance to take part in its programs.
6829	APW_ENG_20080902.0781.LDC2009T13	its Tehran office-5	city	Tehran-4	1		Al-Arabiya opened its Tehran office in 2003.
6832	APW_ENG_20080902.0781.LDC2009T13	some Iranian officials-36	nationality	Iranian-35	1		In a statement Al-Arabiya released earlier on Tuesday, Fahas was quoted as saying that the decision to deport him from Iran was part of a public campaign against Al-Arabiya, orchestrated by some Iranian officials and pro-government media.
6837	XIN_ENG_20070313.0267.LDC2009T13	FSB chief Nikolai Patrushev-33	jobTitle	chief-31		1	We cannot guarantee that every terrorist attack in the country will be prevented, but the efficiency of the work to prevent them has significantly increased, FSB chief Nikolai Patrushev was quoted by the Itar-Tass news agency as saying.
6853	XIN_ENG_20070825.0215.LDC2009T13	Chinese manufacturers-66	nationality	Chinese-65	1		-- Follow-up on rescue efforts in east China's flooded coal mine -- Tibetan antelopes population expanding in NW China nature reserve -- Rainstorm in SW China province kills seven -- Anhui launches campaign to curb increase of malaria cases -- China Netcom reports net profit of 5.9 bln yuan in first half -- Experts say regional industrial clusters key to enhancing competitiveness of Chinese manufacturers -- Chinese legislature to discuss draft law on employment promotion -- China to revise science development law to promote innovation -- Chinese troops back home from Peace Mission 2007
6853	XIN_ENG_20070825.0215.LDC2009T13	Chinese legislature-69	nationality	Chinese-68	1		-- Follow-up on rescue efforts in east China's flooded coal mine -- Tibetan antelopes population expanding in NW China nature reserve -- Rainstorm in SW China province kills seven -- Anhui launches campaign to curb increase of malaria cases -- China Netcom reports net profit of 5.9 bln yuan in first half -- Experts say regional industrial clusters key to enhancing competitiveness of Chinese manufacturers -- Chinese legislature to discuss draft law on employment promotion -- China to revise science development law to promote innovation -- Chinese troops back home from Peace Mission 2007
6853	XIN_ENG_20070825.0215.LDC2009T13	Chinese troops-89	nationality	Chinese-88	1		-- Follow-up on rescue efforts in east China's flooded coal mine -- Tibetan antelopes population expanding in NW China nature reserve -- Rainstorm in SW China province kills seven -- Anhui launches campaign to curb increase of malaria cases -- China Netcom reports net profit of 5.9 bln yuan in first half -- Experts say regional industrial clusters key to enhancing competitiveness of Chinese manufacturers -- Chinese legislature to discuss draft law on employment promotion -- China to revise science development law to promote innovation -- Chinese troops back home from Peace Mission 2007
6854	AFP_ENG_20070408.0251.LDC2009T13	US Democrat Kerry-3	nationality	US-1	1		US Democrat Kerry fights for environment, not presidency
6868	APW_ENG_20021119.0653.LDC2007T07	Sharon's hawkish Likud party-19	city	Sharon-15		1	While surveys had indicated Mitzna would win the primary, polls also point to Sharon's hawkish Likud party winning the largest number of seats in Jan. 28 general elections, benefitting from the Israeli public's shift to the right after two years of Israeli-Palestinian violence.
6870	APW_ENG_20021119.0653.LDC2007T07	the Israeli public-14	nationality	Israeli-13	1		The Labor Party is embarking on a new path to present the Israeli public a real alternative,'' he said at his headquarters after initial results were announced.
6873	APW_ENG_20021119.0653.LDC2007T07	Sharon's ``national unity'' government-23	city	Sharon-17		1	Ben-Eliezer's reputation among many Labor supporters was tarnished by his stint as defense minister in Sharon's ``national unity'' government.
6874	APW_ENG_20021119.0653.LDC2007T07	Palestinian militants-12	nationality	Palestinian-11	1		During his 20-month tenure, Ben-Eliezer oversaw military strikes against Palestinian militants, and when he resigned last month, soldiers were reoccupying many Palestinian towns.
6874	APW_ENG_20021119.0653.LDC2007T07	many Palestinian towns-26	nationality	Palestinian-25	1		During his 20-month tenure, Ben-Eliezer oversaw military strikes against Palestinian militants, and when he resigned last month, soldiers were reoccupying many Palestinian towns.
6876	APW_ENG_20021119.0653.LDC2007T07	Palestinian leader Yasser Arafat-11	nationality	Palestinian-8	1		Nabil Abu Rdeneh, an aide to Palestinian leader Yasser Arafat, said the election was an internal Israeli matter. ''
6876	APW_ENG_20021119.0653.LDC2007T07	Palestinian leader Yasser Arafat-11	jobTitle	leader-9	1		Nabil Abu Rdeneh, an aide to Palestinian leader Yasser Arafat, said the election was an internal Israeli matter. ''
