High Recall results

Input Files: 
   Extractions File: tac_development/benchmark/results/39-result-file
   Answer Key File: tac_development/benchmark/scoring/38-answer-key.txt
Output Files: 
   Scoring Report: tac_development/benchmark/scoring/39-extraction-scoring
   New Answer Key: tac_development/benchmark/scoring/39-answer-key-untagged.txt


Correct Extractions ------------------------------------------------

SentenceIndex	DocumentId	Entity	Relation	Slotfill(tag)	Correct	Incorrect	Sentence
5634	NYT_ENG_20081118.0192.LDC2009T13	Sen. John McCain-21	jobTitle	sen.-19	1		Instead, Democrats dropped Lieberman from another panel, delivering a mild rebuke for his strong support of Sen. John McCain and other Republicans in this month's elections.
5642	NYT_ENG_20081118.0192.LDC2009T13	Sen. Christopher J. Dodd, D-Conn.-25	jobTitle	sen.-20	1		We have got some big issues here, and we need all hands on deck, said Sen. Christopher J. Dodd, D-Conn., who had pushed to keep the retribution against his home-state colleague to a minimum.
5644	NYT_ENG_20081118.0192.LDC2009T13	Senator Obama-42	jobTitle	senator-41	1		The formal resolution before the Democrats, considered in what was described as an emotional meeting in the Old Senate Chamber of the Capitol, also declared that the Democratic caucus rejects and disapproves of Senator Lieberman's statements against Senator Obama in the 2008 presidential campaign.
5652	NYT_ENG_20081118.0192.LDC2009T13	Sen. Norm Coleman-30	jobTitle	sen.-28	1		Some Democrats remained angry that Lieberman had been so outspoken not only in his backing for McCain, but also for his campaigning for Republicans such as Sen. Norm Coleman, who continued to hold a narrow lead in his re-election bid in Minnesota.
5654	NYT_ENG_20081118.0192.LDC2009T13	Sen. Bernie Sanders, I-Ver.-5	jobTitle	sen.-1	1		Sen. Bernie Sanders, I-Ver., who aligns with Democrats, said allowing Lieberman to run the committee was a slap in the face to Americans who worked day and night to get Barack Obama elected and to move our country in a very new direction.
5659	NYT_ENG_20081118.0192.LDC2009T13	Sen. Harry Reid of Nevada-20	jobTitle	sen.-16	1		I would defy anyone to be more angry than I was, said Sen. Harry Reid of Nevada, who will remain majority leader, about Lieberman's criticism of Obama.
5664	NYT_ENG_20081118.0192.LDC2009T13	Sen. Tom Carper, D-Del-26	jobTitle	sen.-22	1		The Senate Democratic Caucus has decided that if President-elect Barack Obama can forgive, so can we, said Sen. Tom Carper, D-Del.
5664	NYT_ENG_20081118.0192.LDC2009T13	President-elect Barack Obama-12	jobTitle	president-elect-10	1		The Senate Democratic Caucus has decided that if President-elect Barack Obama can forgive, so can we, said Sen. Tom Carper, D-Del.
5665	NYT_ENG_20081118.0192.LDC2009T13	Sen. Mitch McConnell of Kentucky-13	jobTitle	sen.-9	1		Despite a second round of Republican losses, Sen. Mitch McConnell of Kentucky was returned as Republican leader.
5666	NYT_ENG_20081118.0192.LDC2009T13	Sen. Jim DeMint of South Carolina-15	jobTitle	sen.-10	1		Senate Republicans also easily disposed of a call by Sen. Jim DeMint of South Carolina to impose term limits on the Republican leader and members of the Appropriations Committee, overwhelmingly rejecting the proposals.
5674	AFP_ENG_20070718.0107.LDC2009T13	Archbishop Manuel Moneteiro de Castro-12	jobTitle	archbishop-8	1		You see bad intentions there, Archbishop Manuel Moneteiro de Castro told reporters in the central Spanish town of Aranjuez.
5681	AFP_ENG_20070718.0107.LDC2009T13	Prime Minister Jose Luis Rodriguez Zapatero-17	jobTitle	prime minister-13	1		The Church meanwhile feels under siege from the Socialist government of Prime Minister Jose Luis Rodriguez Zapatero, which has legalised gay marriage and taken steps to loosen the ties between church and state since coming to power in 2004.
5855	AFP_ENG_20081212.0412.LDC2009T13	ANC spokeswoman Jessie Duarte-42	jobTitle	spokeswoman-40	1		The Congress of the People of 1955 was a watershed moment in the history of our struggle, and should stand as a monument to the determination of the South African people to be free, ANC spokeswoman Jessie Duarte said in a statement.
5857	AFP_ENG_20081212.0412.LDC2009T13	president Thabo Mbeki-16	jobTitle	president-14	1		The splinter group was formed in November by ANC dissidents loyal to former president Thabo Mbeki who was recalled by the party as head of state in September.
5868	XIN_ENG_20070510.0099.LDC2009T13	Foreign Ministry spokeswoman Jiang Yu-5	jobTitle	spokeswoman-3	1		Foreign Ministry spokeswoman Jiang Yu said Liu Guijin, former ambassador to Zimbabwe and South Africa, and former head of the Foreign Ministry's Department of African Affairs, had been appointed to the position.
5881	APW_ENG_20080304.1376.LDC2009T13	lawyer, Bruce S. Ross-25	jobTitle	lawyer-21	1		We and Mr. Stern always believed that Anna Nicole never intended to disinherit her daughter, Stern's lawyer, Bruce S. Ross, said after the hearing.
5888	XIN_ENG_20080730.0231.LDC2009T13	Brian Goorjian, the Austalian head coach-7	jobTitle	head coach-7	1		Brian Goorjian, the Austalian head coach, is putting the focus on his own team rather than 2.26m NBA All-Star Yao and the Chinese team.
5896	APW_ENG_20080131.0031.LDC2009T13	Former President Jimmy Carter-4	jobTitle	president-2	1		Former President Jimmy Carter opens Baptist meeting in Georgia with call for unity
5896	APW_ENG_20080131.0031.LDC2009T13	Baptist meeting-7	religion	baptist-6	1		Former President Jimmy Carter opens Baptist meeting in Georgia with call for unity
5898	APW_ENG_20080131.0031.LDC2009T13	Former President Jimmy Carter-4	jobTitle	president-2	1		Former President Jimmy Carter said he hoped this week's meeting of Baptists across racial and theological lines could inspire other churches to end their internal divisions.
5901	APW_ENG_20080131.0031.LDC2009T13	Southern Baptist views-35	religion	baptist-34	1		Carter and other Baptist leaders organized the meeting, Celebration of a New Baptist Covenant, to develop common ministries and to challenge any perception that all Baptists accept conservative Southern Baptist views.
5901	APW_ENG_20080131.0031.LDC2009T13	New Baptist Covenant-16	religion	baptist-15	1		Carter and other Baptist leaders organized the meeting, Celebration of a New Baptist Covenant, to develop common ministries and to challenge any perception that all Baptists accept conservative Southern Baptist views.
5902	APW_ENG_20080131.0031.LDC2009T13	president, a longtime Bible teacher-8	jobTitle	teacher-8	1		The former president, a longtime Bible teacher at his Plains, Georgia, church, insisted that the meeting was strictly religious, not political.
5905	APW_ENG_20080131.0031.LDC2009T13	Baptist groups-15	religion	baptist-14	1		Earlier in the day, at a separate meeting of four major black Baptist groups, Sens. Barack Obama and Hillary Rodham Clinton spoke about their candidacies.
5907	APW_ENG_20080131.0031.LDC2009T13	National Baptist Convention USA Inc., the largest of the four black Baptist denominations-22	religion	baptist-10	1		The Rev. William Shaw, president of the National Baptist Convention USA Inc., the largest of the four black Baptist denominations, said this time was set without any reference to the political calendar.
5907	APW_ENG_20080131.0031.LDC2009T13	Rev. William Shaw, president of the National Baptist Convention USA Inc., the largest of the four black Baptist denominations-22	jobTitle	president-6	1		The Rev. William Shaw, president of the National Baptist Convention USA Inc., the largest of the four black Baptist denominations, said this time was set without any reference to the political calendar.
5907	APW_ENG_20080131.0031.LDC2009T13	Baptist denominations-22	religion	baptist-21	1		The Rev. William Shaw, president of the National Baptist Convention USA Inc., the largest of the four black Baptist denominations, said this time was set without any reference to the political calendar.
5908	APW_ENG_20080131.0031.LDC2009T13	Southern Baptist Convention-16	religion	baptist-15	1		Carter and many others at the Atlanta gathering were once active in the Southern Baptist Convention but severed ties with its leaders after conservatives took control in a long, bitter and very public fight in the 1970s and 1980s.
5909	APW_ENG_20080131.0031.LDC2009T13	Southern Baptist president, the Rev. Frank Page-19	religion	baptist-13	1		Carter said Wednesday that he has been communicating with the current Southern Baptist president, the Rev. Frank Page, who has said that he assured President Carter of my prayers for the meeting despite some doubts about its purpose.
5909	APW_ENG_20080131.0031.LDC2009T13	president, the Rev. Frank Page-19	jobTitle	president-14	1		Carter said Wednesday that he has been communicating with the current Southern Baptist president, the Rev. Frank Page, who has said that he assured President Carter of my prayers for the meeting despite some doubts about its purpose.
5910	APW_ENG_20080131.0031.LDC2009T13	U.S. Baptist group-17	religion	baptist-16	1		With 16.3 million members, the Southern Baptist Convention is not only the largest U.S. Baptist group, but also the largest Protestant group in the country.
5910	APW_ENG_20080131.0031.LDC2009T13	Southern Baptist Convention-9	religion	baptist-8	1		With 16.3 million members, the Southern Baptist Convention is not only the largest U.S. Baptist group, but also the largest Protestant group in the country.
5910	APW_ENG_20080131.0031.LDC2009T13	largest U.S. Baptist group, but also the largest Protestant group-24	religion	protestant-23	1		With 16.3 million members, the Southern Baptist Convention is not only the largest U.S. Baptist group, but also the largest Protestant group in the country.
5911	APW_ENG_20080131.0031.LDC2009T13	Baptist groups-7	religion	baptist-6	1		The covenant meeting involves 30 Baptist groups from around the world.
5918	APW_ENG_20080131.0031.LDC2009T13	Bill Underwood, president of Mercer University in Macon, Georgia, a sponsor of the event-17	jobTitle	president-4	1		Bill Underwood, president of Mercer University in Macon, Georgia, a sponsor of the event, said, I think we are taking a step today on the long and difficult journey to one day achieving Dr. King's Dream.
5921	APW_ENG_20080131.0031.LDC2009T13	New Baptist Covenant-3	religion	baptist-2	1		New Baptist Covenant: U_R_L
5936	APW_ENG_20071129.0782.LDC2009T13	Prophet Muhammad, the most revered figure-21	jobTitle	prophet-15	1		But Gibbons, 54, was arrested Sunday after complaints that she had insulted Prophet Muhammad, the most revered figure in Islam, by applying his name to a toy animal.
5942	APW_ENG_20071129.0782.LDC2009T13	author Salman Rushdie-31	jobTitle	author-29	1		Sudan's top Muslim clerics on Wednesday demanded the government punish her, saying she intentionally insulted the prophet and comparing her action to the blasphemies of author Salman Rushdie.
5943	APW_ENG_20071129.0782.LDC2009T13	President Omar al-Bashir-11	jobTitle	president-9	1		Hard-liners have considerable weight in the government of President Omar al-Bashir, which came to power in a 1989 military coup that touted itself as creating an Islamic state.
5947	APW_ENG_20071129.0782.LDC2009T13	Djizouri, the lawyer-4	jobTitle	lawyer-4	1		Djizouri, the lawyer, told The AP he would argue her case on the basis of Islamic Sharia law to show there was absolutely no intention to insult religion, and for blasphemy to take place there must be an insult.
5954	APW_ENG_20071129.0782.LDC2009T13	Episcopalian Bishop Ezekiel Kondo, Gibbons' employer-8	religion	episcopalian-1	1		Episcopalian Bishop Ezekiel Kondo, Gibbons' employer, also barred, said he was there as a witness to testify that she never intended to insult any religion.
5954	APW_ENG_20071129.0782.LDC2009T13	Episcopalian Bishop Ezekiel Kondo, Gibbons' employer-8	jobTitle	bishop-2	1		Episcopalian Bishop Ezekiel Kondo, Gibbons' employer, also barred, said he was there as a witness to testify that she never intended to insult any religion.
5957	APW_ENG_20071129.0782.LDC2009T13	Embassy spokesman Khalid al Mubarak-5	jobTitle	spokesman-2	1		Embassy spokesman Khalid al Mubarak said Thursday he did not expect her to be convicted.
5964	APW_ENG_20071129.0782.LDC2009T13	President al-Bashir-16	jobTitle	president-15	1		The north of Sudan bases its legal code on Islamic Sharia law, and President al-Bashir often seeks to burnish his religious credentials.
5977	APW_ENG_20081008.1000.LDC2009T13	Capital analyst Jimena Zuniga-6	jobTitle	analyst-4	1		Barclay's Capital analyst Jimena Zuniga says the slide is a response to falling oil prices and Mexico's deteriorating growth outlook amid turmoil in the global economy.
5985	AFP_ENG_20080915.0273.LDC2009T13	Kuwaiti financial analyst Ali al- Nimesh-34	jobTitle	financial analyst-31	1		Two factors are pulling the Gulf bourses down -- the psychological impact of the Lehman Brothers issue and the sharp fall in oil prices, said Kuwaiti financial analyst Ali al- Nimesh.
5993	AFP_ENG_20080915.0273.LDC2009T13	Kuwaiti dealer Fuad al-Awadh-19	jobTitle	dealer-17	1		We don't know whether what's happening is real or a dream, Kuwaiti dealer Fuad al-Awadh told AFP soon after the market closed.
5996	AFP_ENG_20080915.0273.LDC2009T13	Parliament speaker Jassem al-Khorafi-4	jobTitle	speaker-2	1		Parliament speaker Jassem al-Khorafi called on the government to step in to halt the slide in the bourse.
6036	APW_ENG_20070419.0049.LDC2009T13	novelist Charles Dickens-13	jobTitle	novelist-11	1		A new theme park inspired by the work of 19th-century novelist Charles Dickens aims to transform a 70,000 square foot (6,500 square meter) warehouse near London into a teeming -- and family- friendly -- corner of Victorian England.
6046	APW_ENG_20070419.0049.LDC2009T13	managing director Kevin Christie-13	jobTitle	managing director-11	1		You can't Disney-fy Dickens, said managing director Kevin Christie, because he was better and he was first.
6083	APW_ENG_20081010.0115.LDC2009T13	brother-in-law, a state police officer-20	jobTitle	police officer-20	1		The commissioner says he was dismissed for resisting pressure to fire Palin's former brother-in-law, a state police officer.
6107	AFP_ENG_20070221.0575.LDC2009T13	Briefing.com equity analyst Dick Green-32	jobTitle	analyst-30	1		The CPI news takes some of the wind out of the excessively optimistic 'Goldilocks' forecast of moderate economic growth with low inflation, Briefing.com equity analyst Dick Green said.
6134	APW_ENG_20071116.0635.LDC2009T13	Amsterdam Municipality spokesman Hendrik Wooldrik-56	jobTitle	spokesman-54	1		The Yab Yum club, located in a historic canalside mansion in downtown Amsterdam, has long been an exclusive hang out for well- heeled businessmen and tourists, but city fathers now believe its owners could be engaging in criminal transactions and have revoked its permit, Amsterdam Municipality spokesman Hendrik Wooldrik said Friday.
6142	APW_ENG_20071116.0635.LDC2009T13	Amsterdam Mayor Job Cohen-12	jobTitle	mayor-10	1		Prostitution is legal in the Netherlands, but Amsterdam Mayor Job Cohen says he wants to root out the underlying criminality linked to the city's famed Red Light District.
6146	APW_ENG_20070422.0277.LDC2009T13	President Gen. Pervez-19	jobTitle	president-16	1		Israeli Prime Minister Ehud Olmert on Sunday politely turned down an offer by Pakistan's President Gen. Pervez Musharraf to serve as a go-between Israel and the Palestinians.
6146	APW_ENG_20070422.0277.LDC2009T13	Israeli Prime Minister Ehud Olmert-5	jobTitle	prime minister-3	1		Israeli Prime Minister Ehud Olmert on Sunday politely turned down an offer by Pakistan's President Gen. Pervez Musharraf to serve as a go-between Israel and the Palestinians.
6147	APW_ENG_20070422.0277.LDC2009T13	Palestinian President Mahmoud Abbas-19	jobTitle	president-17	1		Speaking in a radio interview, Olmert said he preferred to maintain direct contacts with Palestinian President Mahmoud Abbas and not depend on an intermediary.
6150	APW_ENG_20070422.0277.LDC2009T13	Jewish state-16	religion	jewish-15	1		He told the Dubai-based station that he would even be willing to visit the Jewish state to help bring peace to the Middle East.
6158	XIN_ENG_20080711.0216.LDC2009T13	president Roberto Dinamite-25	jobTitle	president-23	1		Sport had the best moves in the beginning of the game, but Vasco, in the first home match under new president Roberto Dinamite, got better opportunities to score before the 35-minute goal by midfielder Morais assisted by Edmundo.
6163	XIN_ENG_20080711.0216.LDC2009T13	captain Edmundo-14	jobTitle	captain-13	1		The fourth and last goal from Rio's team was scored by captain Edmundo, in the 25th minute.
6199	LTW_ENG_20080715.0045.LDC2009T13	novelist Gill (who also has written portraits of other restaurants)-21	jobTitle	novelist-10	1		In this book published in May by Quadrille, novelist Gill (who also has written portraits of other restaurants) gives history, behind-the-scenes accounts and recipes.
6216	LTW_ENG_20080715.0045.LDC2009T13	Hopkinson, author of foodie favorite Roast Chicken and Other Stories-30	jobTitle	author-21	1		Last fall, Quadrille published a collection of weekly columns that ran in the Independent, written by Hopkinson, author of foodie favorite Roast Chicken and Other Stories.
6228	LTW_ENG_20080715.0045.LDC2009T13	Henderson, proprietor of St. John-15	jobTitle	proprietor-11	1		A decade of offal trendiness probably started with Henderson, proprietor of St. John in London, a chef's chef known for ingeniously using every part of the pig but the oink.
6239	NYT_ENG_20070322.0112.LDC2009T13	cartoonist Cabu-23	jobTitle	cartoonist-22	1		On the cover of its Feb. 8, 2006, issue, Charlie Hebdo published an original drawing by the French cartoonist Cabu depicting a crying Muhammad with his head in his hands, saying, It's hard to be loved by idiots.
6285	LTW_ENG_20081031.0044.LDC2009T13	Arizona Sen. John McCain, the Republican presidential nominee-12	jobTitle	sen.-5	1		In 2002, Arizona Sen. John McCain, the Republican presidential nominee, cosponsored a bill to provide dialysis and other chronic care needed to prevent expensive ER visits.
6305	LTW_ENG_20081031.0044.LDC2009T13	Mark Krikorian, executive director of the Center-26	jobTitle	executive director-23	1		Taxpayers are on the hook for people who aren't supposed to be here, said Mark Krikorian, executive director of the Center for Immigration Studies.
6337	APW_ENG_20070620.0570.LDC2009T13	Finance Minister L. Errol Cort-35	jobTitle	finance minister-32	1		While we realize this is a significant step for Antigua and Barbuda to take, we feel we have no other choice in the matter, Antigua's Finance Minister L. Errol Cort said in a statement.
6347	AFP_ENG_20070416.0099.LDC2009T13	Radical Shiite cleric Moqtada al-Sadr's political movement-8	jobTitle	cleric-3	1		Radical Shiite cleric Moqtada al-Sadr's political movement formally declared its withdrawal from Iraq's beleaguered ruling coalition on Monday at a Baghdad news conference.
6376	NYT_ENG_20080915.0021.LDC2009T13	Jeter, the team's captain-6	jobTitle	captain-6	1		Jeter, the team's captain, said that Girardi made a smooth transition as Joe Torre's successor and did a good job.
6381	NYT_ENG_20080915.0021.LDC2009T13	Hank Steinbrenner, the Yankees' co-chairman-8	jobTitle	co-chairman-8	1		Although Hank Steinbrenner, the Yankees' co-chairman, has complimented Girardi, the uninspiring season has created questions about his performance.
6441	XIN_ENG_20070917.0192.LDC2009T13	Secretary of State Condoleezza Rice-24	jobTitle	secretary of state-22	1		A member of the Palestinian Liberation Organization (PLO) Monday urged the U.S. administration, in particular U.S. Secretary of State Condoleezza Rice, to be clear in its political stance before the Middle East peace conference slated for November.
6444	XIN_ENG_20070917.0192.LDC2009T13	President Mahmoud Abbas-9	jobTitle	president-7	1		Rice is slated to meet Palestinian President Mahmoud Abbas on Thursday to discuss preparations for November conference which will probe ways of resuming Israeli-Palestinian political negotiations.
6484	NYT_ENG_20070104.0284.LDC2009T13	Prime Minister Ehud Olmert-4	jobTitle	prime minister-2	1		Prime Minister Ehud Olmert met President Hosni Mubarak of Egypt on Thursday evening in an effort to give momentum to the Israeli- Palestinian peace negotiations.
6484	NYT_ENG_20070104.0284.LDC2009T13	President Hosni Mubarak of Egypt-10	jobTitle	president-6	1		Prime Minister Ehud Olmert met President Hosni Mubarak of Egypt on Thursday evening in an effort to give momentum to the Israeli- Palestinian peace negotiations.
6494	NYT_ENG_20070104.0284.LDC2009T13	president, Mahmoud Abbas-6	jobTitle	president-3	1		The Palestinian president, Mahmoud Abbas, with whom Olmert met last week, condemned the raid, saying in a statement that it proved that the Israeli calls for peace and security are fake.
6503	NYT_ENG_20070104.0284.LDC2009T13	mayor, Teddy Kollek-21	jobTitle	mayor-18	1		Earlier, in Jerusalem, he spoke at the state funeral for the city's fabled former mayor, Teddy Kollek, who died Tuesday at 95 and was buried in the area of the Mount Herzl cemetery reserved for Israel's leaders.
6506	NYT_ENG_20070104.0284.LDC2009T13	Prime Minister Ariel Sharon-11	jobTitle	prime minister-9	1		Thursday also marked a year since former Prime Minister Ariel Sharon suffered a second extensive stroke, which left him in a deep coma from which he is not expected to awaken.
6514	NYT_ENG_20070104.0284.LDC2009T13	office director, Shula Zaken-8	jobTitle	office director-5	1		But his longtime office director, Shula Zaken, has been placed under house arrest and ordered not to contact Olmert as the police investigate whether she and the director of the Tax Authority, Jackie Matza, tried to help Zaken's brother and two other businesspeople through the appointment of cronies to key jobs in return for tax breaks.
6535	NYT_ENG_20070104.0284.LDC2009T13	prime minister, Ismail Haniya of Hamas-9	jobTitle	prime minister-4	1		The Palestinian prime minister, Ismail Haniya of Hamas, returned to Gaza on Thursday from hajj, his pilgrimage to Mecca, Saudi Arabia.
6546	NYT_ENG_20071030.0276.LDC2009T13	Central Presbyterian Church-26	religion	presbyterian-25	1		The cause was cancer, diagnosed a week after Lipper and Anderson, known as Andy, were married on Sept. 1 at Central Presbyterian Church in Summit, said her father, A. Michael Lipper of Summit.
6561	APW_ENG_20071120.0538.LDC2009T13	Helena Wolinska, a Stalinist-era prosecutor-16	jobTitle	prosecutor-16	1		A Polish court issued a European arrest warrant Tuesday for Helena Wolinska, a Stalinist-era prosecutor now living in Britain who is accused of fabricating evidence against suspects in the notorious show trials of the 1950s.
6570	NYT_ENG_20070220.0216.LDC2009T13	Episcopal Church-8	religion	episcopal-7	1		There was a time when the Episcopal Church in the United States was known as the Republican Party at prayer, but in the last 30 years it has evolved into the Rainbow Coalition of Christianity.
6573	NYT_ENG_20070220.0216.LDC2009T13	Episcopal branch-15	religion	episcopal-14	1		Now the conservatives who numerically dominate the global Anglican Communion have handed their Episcopal branch in the United States an ultimatum that requires the church to reel in the rainbow if it wants to remain a part of the Communion.
6573	NYT_ENG_20070220.0216.LDC2009T13	Anglican Communion-10	religion	anglican-9	1		Now the conservatives who numerically dominate the global Anglican Communion have handed their Episcopal branch in the United States an ultimatum that requires the church to reel in the rainbow if it wants to remain a part of the Communion.
6574	NYT_ENG_20070220.0216.LDC2009T13	Anglican provinces-18	religion	anglican-17	1		With a communique issued in Tanzania on Monday after a five-day meeting, the leaders of Anglican provinces around the world (known as primates) asked the U.S. branch to bar gays from becoming bishops, and to stop official blessings of same-sex unions.
6576	NYT_ENG_20070220.0216.LDC2009T13	Episcopal leaders-9	religion	episcopal-8	1		There is no certainty at all that Episcopal leaders will now comply.
6579	NYT_ENG_20070220.0216.LDC2009T13	Bishop Mark S. Sisk of New York-22	jobTitle	bishop-16	1		Being part of the Anglican Communion is very important to me, said Bishop Mark S. Sisk of New York.
6579	NYT_ENG_20070220.0216.LDC2009T13	Anglican Communion-7	religion	anglican-6	1		Being part of the Anglican Communion is very important to me, said Bishop Mark S. Sisk of New York.
6581	NYT_ENG_20070220.0216.LDC2009T13	Katharine Jefferts Schori, the new presiding bishop of the Episcopal Church-22	jobTitle	bishop-18	1		On her way home from the meeting in Tanzania, Katharine Jefferts Schori, the new presiding bishop of the Episcopal Church, wrote three pages of Reflections on the Primates Meeting that were released late on Tuesday.
6581	NYT_ENG_20070220.0216.LDC2009T13	Episcopal Church-22	religion	episcopal-21	1		On her way home from the meeting in Tanzania, Katharine Jefferts Schori, the new presiding bishop of the Episcopal Church, wrote three pages of Reflections on the Primates Meeting that were released late on Tuesday.
6584	NYT_ENG_20070220.0216.LDC2009T13	Anglican Communion-19	religion	anglican-18	1		She is the first woman to be presiding bishop, and the first woman primate in the Anglican Communion.
6585	NYT_ENG_20070220.0216.LDC2009T13	Anglican sources of authority-35	religion	anglican-32	1		In her reflections, Jefferts Schori struck a tone of respect for those on both sides: Both parties hold positions that can be defended by appeal to our Anglican sources of authority -- scripture, tradition, and reason -- but each finds it very difficult to understand and embrace the other.
6588	NYT_ENG_20070220.0216.LDC2009T13	Episcopal Church-57	religion	episcopal-56	1		 the liberals from blessing same- sex unions and consecrating gay bishops, and the conservative primates from transgressing diocesan boundaries, which is what happened when some primates from Africa, Asia and Latin America recently tried taking control of conservative parishes in the United States that elected to leave the Episcopal Church.
6590	NYT_ENG_20070220.0216.LDC2009T13	Episcopal Church-7	religion	episcopal-6	1		The communique recommends that the Episcopal Church establish new positions of authority, a council and a primatial vicar, who will have oversight of the conservatives within the Episcopal Church, so they do not have to turn to primates from other countries.
6590	NYT_ENG_20070220.0216.LDC2009T13	Episcopal Church-32	religion	episcopal-31	1		The communique recommends that the Episcopal Church establish new positions of authority, a council and a primatial vicar, who will have oversight of the conservatives within the Episcopal Church, so they do not have to turn to primates from other countries.
6591	NYT_ENG_20070220.0216.LDC2009T13	Bishop D. Bruce MacPherson of Western Louisiana-7	jobTitle	bishop-1	1		Bishop D. Bruce MacPherson of Western Louisiana, who addressed the primates in Tanzania on behalf of the conservatives, said of the communique's recommendations, I believe it to be the beginning of a process, a mechanism that will enable us to work toward healing and reconciliation.
6593	NYT_ENG_20070220.0216.LDC2009T13	Episcopal Church-52	religion	episcopal-51	1		But already there were questions from Episcopalians who said that such significant decisions as a moratorium on gay bishops and blessings, and the creation of a council and primatial vicar could not be taken by the House of Bishops alone, but by the General Convention of the Episcopal Church, which includes lay and clergy delegates.
6598	NYT_ENG_20070220.0216.LDC2009T13	Episcopal Church-15	religion	episcopal-14	1		If this is all the communique is requiring, they suggested, the Episcopal Church can live with that.
6604	NYT_ENG_20070220.0216.LDC2009T13	Episcopal Church-4	religion	episcopal-3	1		Although the Episcopal Church is known as an inclusive haven, Hopkins said, he already knows gay men and lesbians who are leaving.
6614	AFP_ENG_20070213.0801.LDC2009T13	police officer Ken Hammond-11	jobTitle	police officer-9	1		Burbank said the quick thinking of off-duty police officer Ken Hammond from Ogden, north of Salt Lake City, had cut short Talovic's rampage, saving numerous lives.
6647	AFP_ENG_20040830.0308.LDC2007T07	cleric Moqtada Sadr's Mehdi Army militia-43	jobTitle	cleric-37	1		The battle in Najaf ended last week when Iraq's Shiite spiritual leader Ayatollah Ali al-Sistani brokered a peace deal as US and Iraqi government forces pounded the area around the Imam Ali shrine where rebel cleric Moqtada Sadr's Mehdi Army militia were holding out.
6653	APW_ENG_20080403.1570.LDC2009T13	President Robert Mugabe-22	jobTitle	president-20	1		Intruders ransacked offices of the main opposition party and police detained foreign journalists Thursday in an ominous sign that President Robert Mugabe might turn to intimidation and violence in trying to stave off an electoral threat to his 28-year rule.
6669	APW_ENG_20080403.1570.LDC2009T13	MDC secretary-general Tendai Biti-4	jobTitle	secretary-general-2	1		MDC secretary-general Tendai Biti said hotel rooms used as offices by the opposition at a Harare hotel were ransacked by intruders he believed were either police or agents of the feared Central Intelligence Organization.
6679	APW_ENG_20080403.1570.LDC2009T13	Zimbabwe lawyer Beatrice Mtetwa-4	jobTitle	lawyer-2	1		Zimbabwe lawyer Beatrice Mtetwa said two of the journalists were jailed and told they would be charged Friday with practicing journalism without licenses.
6692	APW_ENG_20080403.1570.LDC2009T13	President Mugabe-3	jobTitle	president-2	1		President Mugabe is going to fight.
6698	APW_ENG_20080403.1570.LDC2009T13	U.S. State Department spokesman Tom Casey-34	jobTitle	spokesman-32	1		We need to see an official tally, see it soon and have assurances made that this is actually a correct counting of the votes, U.S. State Department spokesman Tom Casey said.
6699	APW_ENG_20080403.1570.LDC2009T13	Annan, the former U.N. secretary-general-6	jobTitle	secretary-general-6	1		Annan, the former U.N. secretary-general, said the delay was dangerous and urged officials to declare the election results faithfully and accurately.
6717	AFP_ENG_20070622.0308.LDC2009T13	Al Goldman, market strategist-5	jobTitle	market strategist-5	1		Al Goldman, market strategist at AG Edwards, said he believes the subprime jitters have provided an excuse to sell but that the market needs to pause after the big runup of the past few months.
6742	AFP_ENG_20080313.0495.LDC2009T13	Sudanese President Omar al- Beshir-37	jobTitle	president-34	1		Deby, whose regime accuses Khartoum of supporting Chadian rebels, was in Senegal's capital Dakar on Thursday where he was to sign a peace accord later in the day with Sudanese President Omar al- Beshir.
6757	APW_ENG_20080401.0928.LDC2009T13	Erwin Northoff, a spokesman-38	jobTitle	spokesman-38	1		The company was contracted by the FAO to carry out aerial surveys to prepare detailed maps needed to assist people affected by the regular flooding of two rivers in the area, said Erwin Northoff, a spokesman for the U.N. agency.
6759	APW_ENG_20080401.0928.LDC2009T13	governor of the Middle Juba region, Hajir Bile Sugal-11	jobTitle	governor-2	1		The governor of the Middle Juba region, Hajir Bile Sugal, told The Associated Press that the government has dispatched soldiers to a village near Buale where he heard the gunmen had fled.
6772	APW_ENG_20080918.0478.LDC2009T13	Police spokesman Ranjith Gunasekera-4	jobTitle	police spokesman-2	1		Police spokesman Ranjith Gunasekera announced Thursday that every Sri Lankan who came to Colombo from the north in the past five years would have to reregister with police en masse Sunday at police stations and other designated centers across the city.
6837	XIN_ENG_20070313.0267.LDC2009T13	FSB chief Nikolai Patrushev-33	jobTitle	chief-31	1		We cannot guarantee that every terrorist attack in the country will be prevented, but the efficiency of the work to prevent them has significantly increased, FSB chief Nikolai Patrushev was quoted by the Itar-Tass news agency as saying.
6845	AFP_ENG_20071121.0201.LDC2009T13	President Pervez Musharraf-12	jobTitle	president-10	1		A total of 5,757 people have been detained since President Pervez Musharraf declared a state of emergency on November 3, said Sarwar Hayat, an aide to caretaker law minister Afzal Haider.
6861	AFP_ENG_20070408.0251.LDC2009T13	Republican President George W. Bush-20	jobTitle	president-17	1		Kerry campaigned in 2004 with a liberal stance on social issues, but lost to Republican President George W. Bush.
