SentenceIndex	DocumentId	Entity	Relation	Slotfill(tag)	Correct	Incorrect	Sentence
4098	AFP_ENG_20071221.0268.LDC2009T13	Iranian leader Mahmoud Ahmadinejad-6	jobTitle	leader-4	1		This year Iranian leader Mahmoud Ahmadinejad became the first president of the Islamic republic to take part in the hajj after he was invited to attend by King Abdullah.
4098	AFP_ENG_20071221.0268.LDC2009T13	King Abdullah-29	jobTitle	king-28	1		This year Iranian leader Mahmoud Ahmadinejad became the first president of the Islamic republic to take part in the hajj after he was invited to attend by King Abdullah.
4130	AFP_ENG_20071227.0085.LDC2009T13	US Secretary of State Condoleezza Rice-6	jobTitle	secretary of state-4	1		US Secretary of State Condoleezza Rice called Bhutto's party successor and Zardari by telephone to press US support for the elections to go ahead, State Department spokesman Tom Casey said.
4130	AFP_ENG_20071227.0085.LDC2009T13	US Secretary of State Condoleezza Rice-6	nationality	US-1	1		US Secretary of State Condoleezza Rice called Bhutto's party successor and Zardari by telephone to press US support for the elections to go ahead, State Department spokesman Tom Casey said.
4158	AFP_ENG_20070305.0370.LDC2009T13	US media-13	nationality	US-12	1		No official reason was given for Gordon's departure, but US media reported that he clashed repeatedly with board members over charting a new direction for the group, management style and other matters.
4187	APW_ENG_20070426.0423.LDC2009T13	radical Shiite cleric Muqtada al-Sadr-8	jobTitle	cleric-6	1		On Wednesday, radical Shiite cleric Muqtada al-Sadr joined growing criticism of a 3-mile-long, 12-foot-high (5-kilometer- long, 3 1/2-meter- wide) concrete wall the U.S. military is building in Azamiyah, a Sunni stronghold of Baghdad that has been targeted by mortar and rocket attacks by Shiite militiamen.
4222	NYT_ENG_20070126.0182.LDC2009T13	the Serbian and Kosovo governments-10	nationality	Serbian-7	1		It will be presented to the Serbian and Kosovo governments on Feb. 2.
4222	NYT_ENG_20070126.0182.LDC2009T13	the Serbian and Kosovo governments-10	nationality	Kosovo-9	1		It will be presented to the Serbian and Kosovo governments on Feb. 2.
4228	AFP_ENG_20080404.0324.LDC2009T13	Luxembourg Finance Minister Jean- Claude Juncker-14	jobTitle	minister-11		1	Headwinds are materialising for growth, Luxembourg Finance Minister Jean- Claude Juncker said after chairing a meeting with his eurozone counterparts, also describing the bloc's economic performance as satisfying.
4228	AFP_ENG_20080404.0324.LDC2009T13	Luxembourg Finance Minister Jean- Claude Juncker-14	nationality	Luxembourg-9	1		Headwinds are materialising for growth, Luxembourg Finance Minister Jean- Claude Juncker said after chairing a meeting with his eurozone counterparts, also describing the bloc's economic performance as satisfying.
4298	NYT_ENG_20070622.0068.LDC2009T13	Arizona Republican Senator Jon Kyl.-6	jobTitle	senator-3	1		Arizona Republican Senator Jon Kyl.
4328	NYT_ENG_20070622.0068.LDC2009T13	Care Home v. West Virginia Dept.-22	province	Virginia-20		1	Kyl said this would reverse a U.S. Supreme Court decision known as Buckhannon Board and Care Home v. West Virginia Dept. of Health and Human Services.
4337	NYT_ENG_20070622.0068.LDC2009T13	Senator Cornyn-3	jobTitle	senator-2	1		Senator Cornyn does not comment on private conversations he might have with other senators, but suffice to say, this bill is one of his top priorities, said Brian Walsh, spokesperson for Cornyn.
4353	XIN_ENG_20071005.0195.LDC2009T13	Chinese vice premier Hui Liangyu-5	nationality	Chinese-1	1		Chinese vice premier Hui Liangyu urged local government on Friday to check the fires as soon as possible and other areas in China liable to forest fires, and enforce prevention and monitoring work during the National Day Holiday.
4353	XIN_ENG_20071005.0195.LDC2009T13	Chinese vice premier Hui Liangyu-5	jobTitle	premier-3	1		Chinese vice premier Hui Liangyu urged local government on Friday to check the fires as soon as possible and other areas in China liable to forest fires, and enforce prevention and monitoring work during the National Day Holiday.
4372	AFP_ENG_20080725.0315.LDC2009T13	Doctor Dabic-8	jobTitle	doctor-7	1		Personally, I've only seen Doctor Dabic do good.
4395	XIN_ENG_20080304.0396.LDC2009T13	President Sarkozy-37	jobTitle	president-36	1		The Revolutionary Armed Forces of Colombia (FARC), said in a statement that Raul Reyes, one of its top leaders, died as he was trying to get in a meeting with President Sarkozy where progress would have been made in finding solutions to Ingrid Betancourt's situation.
4399	XIN_ENG_20080304.0396.LDC2009T13	the Colombian ambassador-16	nationality	Colombian-15	1		Ecuador broke off diplomatic ties on Monday with Colombia, while Venezuela expelled the Colombian ambassador.
4407	AFP_ENG_20070614.0576.LDC2009T13	Russian computers-5	nationality	Russian-4	1		A glitch with Russian computers on board the International Space Station (ISS) was probably caused by a solar panel installed by American astronauts, a Russian space construction firm said Thursday.
4407	AFP_ENG_20070614.0576.LDC2009T13	American astronauts-24	nationality	American-23	1		A glitch with Russian computers on board the International Space Station (ISS) was probably caused by a solar panel installed by American astronauts, a Russian space construction firm said Thursday.
4408	AFP_ENG_20070614.0576.LDC2009T13	Russian specialists-3	nationality	Russian-2	1		Russian specialists believe that the new solar panel installed by the Atlantis astronauts during their spacewalk could be the origin (of the breakdown), said Irina Gomenyuk, a spokeswoman for Energia, which designed much of the station.
4456	AFP_ENG_20071007.0371.LDC2009T13	Kenyan middle distance legend and National Olympic Committee chief Kip Keino-18	nationality	Kenyan-8	1		It follows the call last month by Kenyan middle distance legend and National Olympic Committee chief Kip Keino for the government to invest more in training to boost their performances further.
4456	AFP_ENG_20071007.0371.LDC2009T13	Kenyan middle distance legend and National Olympic Committee chief Kip Keino-18	jobTitle	chief-16		1	It follows the call last month by Kenyan middle distance legend and National Olympic Committee chief Kip Keino for the government to invest more in training to boost their performances further.
4510	AFP_ENG_20070412.0374.LDC2009T13	European Central Bank President Jean-Claude Trichet-6	jobTitle	president-4	1		European Central Bank President Jean-Claude Trichet said Thursday that the financial markets were not wrong in betting on a further rise in eurozone interest rates in June.
4549	NYT_ENG_20070227.0136.LDC2009T13	American women-26	nationality	American-25	1		The study, conducted by the U.S. Centers for Disease Control and Prevention, provides the most comprehensive assessment of human papillomavirus prevalence among American women.
4612	LTW_ENG_20081011.0097.LDC2009T13	Sen. Barack Obama-29	jobTitle	sen.-27	1		At the end of perhaps the most charged and negative week of the presidential campaign, Sen. John McCain sought to tone down his rhetoric toward Sen. Barack Obama even as his running mate, allies and his own advertising continued to attack the character of the Democratic nominee.
4612	LTW_ENG_20081011.0097.LDC2009T13	Sen. John McCain-19	jobTitle	sen.-17	1		At the end of perhaps the most charged and negative week of the presidential campaign, Sen. John McCain sought to tone down his rhetoric toward Sen. Barack Obama even as his running mate, allies and his own advertising continued to attack the character of the Democratic nominee.
4649	LTW_ENG_20081011.0097.LDC2009T13	spokesman Tommy Vietor-19	jobTitle	spokesman-17	1		The McCain campaign's allegations about Senator Obama are completely transparent and false, spokesman Tommy Vietor said.
4649	LTW_ENG_20081011.0097.LDC2009T13	Senator Obama-9	jobTitle	senator-8	1		The McCain campaign's allegations about Senator Obama are completely transparent and false, spokesman Tommy Vietor said.
4666	XIN_ENG_20060909.0025.LDC2007T07	Afghanistan's President Hamid Karzai-13	jobTitle	president-11	1		KABUL, Sept. 9 (Xinhua) - Afghanistan's President Hamid Karzai on Saturday called on Afghans to adopt a policy of self- sufficiency and stand on their feet.
4666	XIN_ENG_20060909.0025.LDC2007T07	Afghanistan's President Hamid Karzai-13	nationality	Afghanistan-9	1		KABUL, Sept. 9 (Xinhua) - Afghanistan's President Hamid Karzai on Saturday called on Afghans to adopt a policy of self- sufficiency and stand on their feet.
4670	XIN_ENG_20060909.0025.LDC2007T07	Other Afghan officials-3	nationality	Afghan-2	1		Other Afghan officials, including advisor to President Mohammad Qasim Fahim and former President Burhanudin Rabbani, paid tribute to late Masoud in their speeches.
4670	XIN_ENG_20060909.0025.LDC2007T07	former President Burhanudin Rabbani-16	jobTitle	president-14	1		Other Afghan officials, including advisor to President Mohammad Qasim Fahim and former President Burhanudin Rabbani, paid tribute to late Masoud in their speeches.
4670	XIN_ENG_20060909.0025.LDC2007T07	President Mohammad Qasim Fahim-11	jobTitle	president-8	1		Other Afghan officials, including advisor to President Mohammad Qasim Fahim and former President Burhanudin Rabbani, paid tribute to late Masoud in their speeches.
4679	APW_ENG_20080430.0993.LDC2009T13	Native American craftsmen-9	nationality	American-8		1	The collection includes pieces made by Native American craftsmen in El Salvador, Guatemala, Panama, Peru and Colombia in addition to Costa Rica.
4685	APW_ENG_20080430.0993.LDC2009T13	archaeologists and Latin American officials-24	nationality	American-23		1	Waldinger added that authorities want to unpack and catalog the art, but need to coordinate that effort with archaeologists and Latin American officials -- a process that could take up to a month.
4725	AFP_ENG_20070209.0210.LDC2009T13	Iran's top nuclear negotiator-5	nationality	Iran-1	1		Iran's top nuclear negotiator Ali Larijani is to meet in Vienna Friday with the chief of the UN watchdog, Mohamed ElBaradei, an agency spokesman said.
4739	AFP_ENG_20070209.0210.LDC2009T13	US officials-2	nationality	US-1	1		US officials have pointed out that once Iran met its commitments to stop such fuel work, the Security Council would suspend its sanctions, as the resolution makes clear.
4862	LTW_ENG_20070321.0111.LDC2009T13	former New York mayor Rudolph Giuliani-9	jobTitle	mayor-7	1		The campaigns of former New York mayor Rudolph Giuliani and former Massachusetts governor Mitt Romney have said publicly that they hope to collect $75 million to $100 million by the end of the year.
4862	LTW_ENG_20070321.0111.LDC2009T13	former Massachusetts governor Mitt Romney-15	jobTitle	governor-13	1		The campaigns of former New York mayor Rudolph Giuliani and former Massachusetts governor Mitt Romney have said publicly that they hope to collect $75 million to $100 million by the end of the year.
4907	LTW_ENG_20070404.0066.LDC2009T13	anal cancer-11	nationality	anal-10		1	It is also associated with penile cancer and with anal cancer in males and females.
4977	AFP_ENG_20070828.0366.LDC2009T13	President Mahmoud Ahmadinejad-14	jobTitle	president-12	1		Better known for his defiance on Iran's nuclear programme, President Mahmoud Ahmadinejad on Tuesday revealed he was a handy cook who prepares delicious food and regrets not spending more time at home.
4988	AFP_ENG_20070828.0366.LDC2009T13	almost all Iranian politicians-6	nationality	Iranian-5	1		But like almost all Iranian politicians, Ahmadinejad's private life remains a closely guarded secret, and his wife, two sons and daughter are rarely seen in public.
5028	APW_ENG_20070117.1688.LDC2009T13	House Speaker Nancy Pelosi-31	jobTitle	speaker-29	1		Ban spoke to reporters on his return from Washington where he held talks with Bush at the White House on Tuesday and met Congressional leaders, including House Speaker Nancy Pelosi, later in the day and on Wednesday morning.
5037	APW_ENG_20070117.1688.LDC2009T13	President Bush-5	jobTitle	president-4	1		I told President Bush that ... the U.N. presence and operations in Iraq is actually constrained by the situation on the ground -- I mean the security concerns -- but we will try to continue to participate and increase our role in Iraq, including the International Compact with Iraq, he said.
5052	AFP_ENG_20071030.0153.LDC2009T13	Development Aid Minister Erik Solheim-8	jobTitle	minister-6		1	Norwegian Environment and Development Aid Minister Erik Solheim announced the donation, to be paid over three years, following talks in Oslo with his Brazilian counterpart Marina Silva.
5130	APW_ENG_20081209.1278.LDC2009T13	Inter's goalkeeper Julio Cesar-32	jobTitle	goalkeeper-30	1		Pizarro put Bremen ahead in the 63rd minute after a sloppy Inter clearance and Rosenberg secured the win in the 81st with a low shot that beat Inter's goalkeeper Julio Cesar although he had his fingers on the ball.
5141	APW_ENG_20081209.1278.LDC2009T13	Inter's Brazilian keeper-4	nationality	Brazilian-3	1		Inter's Brazilian keeper also fumbled a shot by Jurica Vranjes but recovered the ball.
5157	AFP_ENG_20080201.0259.LDC2009T13	The alleged British mastermind of a foiled coup in Equatorial Guinea-11	nationality	British-3	1		The alleged British mastermind of a foiled coup in Equatorial Guinea has been deported there from Zimbabwe, even though he was still appealing against his extradition, court documents showed on Friday.
5172	AFP_ENG_20080201.0259.LDC2009T13	the Equatorial Guinea authorities-18	nationality	Equatorial Guinea-17	1		Mann was then taken to the nearby Manyame air base and handed over to the Equatorial Guinea authorities who had a plane already waiting on the tarmac.
5177	AFP_ENG_20080201.0259.LDC2009T13	President Teodoro Obiang Nguema-24	jobTitle	president-21	1		They were accused of stopping off to pick up weapons from Harare while on their way to Malabo to oust President Teodoro Obiang Nguema, who has ruled the oil- rich Equatorial Guinea with an iron fist since 1979.
5218	AFP_ENG_20080707.0114.LDC2009T13	the Russian shareholders-22	nationality	Russian-21	1		We are disappointed but not surprised by the results of the vote, Stan Polovets, representing the Russian shareholders, said in the statement, acknowledging that BP's representatives had supported Dudley.
5239	APW_ENG_20080214.0227.LDC2009T13	the Hanoi hospital-18	city	Hanoi-17	1		Nga said the latest victim developed flu symptoms on Feb. 2 and was admitted to the Hanoi hospital Feb. 10.
5248	APW_ENG_20070326.1273.LDC2009T13	Jewish theologian Rabbi Abraham Joshua Heschel-8	religion	jewish-3	1		Widow of Jewish theologian Rabbi Abraham Joshua Heschel dies in New York
5250	APW_ENG_20070326.1273.LDC2009T13	the prominent Jewish theologian Rabbi Abraham Joshua Heschel-18	religion	jewish-13	1		Sylvia Straus Heschel, a pianist and the widow of the prominent Jewish theologian Rabbi Abraham Joshua Heschel, died Monday at the age of 94, her daughter said.
5268	APW_ENG_20080112.0203.LDC2009T13	Health Minister Siti Fadilah Supari-5	jobTitle	health minister-2	1		Health Minister Siti Fadilah Supari said she was pessimistic, telling El-Shinta radio the ventilator was a last attempt by doctors to keep him alive.
5294	AFP_ENG_20071204.0537.LDC2009T13	two British Muslim members of the House of Lords who helped secure her pardon by Sudan's President Omar al-Beshir-39	nationality	British-21	1		The 54-year-old left Khartoum Monday evening and arrived in Britain on an overnight flight from Dubai, accompanied by two British Muslim members of the House of Lords who helped secure her pardon by Sudan's President Omar al-Beshir.
5294	AFP_ENG_20071204.0537.LDC2009T13	Sudan's President Omar al-Beshir-39	jobTitle	president-37	1		The 54-year-old left Khartoum Monday evening and arrived in Britain on an overnight flight from Dubai, accompanied by two British Muslim members of the House of Lords who helped secure her pardon by Sudan's President Omar al-Beshir.
5294	AFP_ENG_20071204.0537.LDC2009T13	Sudan's President Omar al-Beshir-39	nationality	Sudan-35	1		The 54-year-old left Khartoum Monday evening and arrived in Britain on an overnight flight from Dubai, accompanied by two British Muslim members of the House of Lords who helped secure her pardon by Sudan's President Omar al-Beshir.
5297	AFP_ENG_20071204.0537.LDC2009T13	Prime Minister Gordon Brown-4	jobTitle	prime minister-2	1		Prime Minister Gordon Brown spoke to her by telephone soon after her arrival, his office said.
5312	XIN_ENG_20080722.0265.LDC2009T13	an Israeli athlete-11	nationality	Israeli-10	1		Several boys and girls gave their notebooks to an Israeli athlete for signature, with great admiration in their eyes.
5323	XIN_ENG_20080722.0265.LDC2009T13	only five Israeli athletes-29	nationality	Israeli-28	1		The 33-year-old, who made aliya from Tashkent, Uzbekistan, in 1995, will be competing in his third Olympics and is one of only five Israeli athletes to win an Olympic medal, after claiming the bronze medal of the men's 500 meters K1 at the 2000 Sydney Olympics.
5332	APW_ENG_20070630.0255.LDC2009T13	Canadian citizens-5	nationality	Canadian-4	1		Both men are Canadian citizens.
5368	NYT_ENG_20071231.0111.LDC2009T13	Illinois Sen. Barack Obama and former North Carolina Sen. John Edwards-50	jobTitle	sen.-48	1		As Huckabee and Romney sparred for the lead as the Thursday caucuses approach, a new poll showed a virtual three-way dead heat on the Democratic side, with New York Sen. Hillary Clinton maintaining a slight lead over Illinois Sen. Barack Obama and former North Carolina Sen. John Edwards, who has the momentum.
5368	NYT_ENG_20071231.0111.LDC2009T13	Illinois Sen. Barack Obama and former North Carolina Sen. John Edwards-50	jobTitle	sen.-41	1		As Huckabee and Romney sparred for the lead as the Thursday caucuses approach, a new poll showed a virtual three-way dead heat on the Democratic side, with New York Sen. Hillary Clinton maintaining a slight lead over Illinois Sen. Barack Obama and former North Carolina Sen. John Edwards, who has the momentum.
5368	NYT_ENG_20071231.0111.LDC2009T13	New York Sen. Hillary Clinton-34	jobTitle	sen.-32	1		As Huckabee and Romney sparred for the lead as the Thursday caucuses approach, a new poll showed a virtual three-way dead heat on the Democratic side, with New York Sen. Hillary Clinton maintaining a slight lead over Illinois Sen. Barack Obama and former North Carolina Sen. John Edwards, who has the momentum.
5420	AFP_ENG_20080511.0364.LDC2009T13	the English boxer-17	nationality	English-16	1		Witter's early control of the fight dissipated and Bradley landed more blows as the English boxer struggled with his timing.
5440	CNA_ENG_20070921.0025.LDC2009T13	former senior government officials of the opposition Kuomintang-43	jobTitle	senior-37		1	Meanwhile, a DPP legislative caucus whip, said that the SPO Special Investigation Task Force should step up its probe into suspected irregularities in the use of the special allowance fund by former senior government officials of the opposition Kuomintang.
5443	CNA_ENG_20070921.0025.LDC2009T13	former Premier Vincent Siew-31	jobTitle	premier-29		1	But the special investigation unit should pay equal attention to the use of the fund by former Vice President Lien Chan, KMT vice presidential candidate and former Premier Vincent Siew, KMT Chairman and former Minister of the Interior Wu Poh-hsiung and KMT Secretary-General and former Kaohsiung Mayor Wu Den-yih, so as to convince the public of their impartiality.
5443	CNA_ENG_20070921.0025.LDC2009T13	former Kaohsiung Mayor Wu Den-yih-51	jobTitle	mayor-49	1		But the special investigation unit should pay equal attention to the use of the fund by former Vice President Lien Chan, KMT vice presidential candidate and former Premier Vincent Siew, KMT Chairman and former Minister of the Interior Wu Poh-hsiung and KMT Secretary-General and former Kaohsiung Mayor Wu Den-yih, so as to convince the public of their impartiality.
5451	AFP_ENG_20080929.0272.LDC2009T13	US negotiator-2	nationality	US-1	1		US negotiator to visit Pyongyang this week: state dept
5452	AFP_ENG_20080929.0272.LDC2009T13	US envoy Christopher Hill-4	nationality	US-1	1		US envoy Christopher Hill will travel to Pyongyang later this week to try to revive flagging negotiations aimed at North Korea's nuclear disarmament, a State Department spokesman said Monday.
5454	AFP_ENG_20080929.0272.LDC2009T13	South Korean counterpart Kim Sook-23	nationality	South Korean-20	1		He will leave later Monday for Seoul, where he is to due to hold talks Tuesday with South Korean counterpart Kim Sook, Wood said.
5478	AFP_ENG_20080821.0013.LDC2009T13	Republican White House hopeful John McCain's Colorado office-12	province	Colorado-11	1		Staff members at Republican White House hopeful John McCain's Colorado office were quarantined Thursday after receiving a letter containing a threat and a suspicious white powder, the US Secret Service said.
5489	AFP_ENG_20081217.0448.LDC2009T13	Economy Minister Manuel Junior-4	jobTitle	minister-2		1	Economy Minister Manuel Junior said last week that the government may have to rethink its 42 billion dollar spending plans for 2009 if oil prices continue to stagnate.
5499	AFP_ENG_20081217.0448.LDC2009T13	Luanda's Catholic University-13	religion	catholic-12	1		Justino Pinto de Andrade, director of economics at Luanda's Catholic University, said Angola still had every reason to count its blessings as its oil wealth had transformed the country's image from that of a perpetual vicim.
5543	APW_ENG_20070813.1365.LDC2009T13	A Palestinian militant-3	nationality	Palestinian-2	1		A Palestinian militant was seriously wounded early Tuesday by an airstrike in the southern Gaza Strip, militants and Palestinian medical officials said.
5543	APW_ENG_20070813.1365.LDC2009T13	Palestinian medical officials-22	nationality	Palestinian-20	1		A Palestinian militant was seriously wounded early Tuesday by an airstrike in the southern Gaza Strip, militants and Palestinian medical officials said.
5547	APW_ENG_20070813.1365.LDC2009T13	Israeli towns-20	nationality	Israeli-19	1		The army often carries out limited operations in Gaza to root out militants and thwart rocket fire toward Israeli towns.
5604	APW_ENG_20070420.1098.LDC2009T13	a geography instructor-7	school	geography-6		1	A Missouri college fired a geography instructor and filed a report with police after students complained the man had joked about being a suicide bomber.
5607	APW_ENG_20070420.1098.LDC2009T13	campus administrators-11	school	campus-10		1	But after the class, several students complained to campus administrators about the comment, Doepker said.
5610	APW_ENG_20070420.1098.LDC2009T13	the teacher's name-12	jobTitle	teacher-10		1	Ozark police and the college did not release the teacher's name pending an investigation.
5634	NYT_ENG_20081118.0192.LDC2009T13	Sen. John McCain-21	jobTitle	sen.-19	1		Instead, Democrats dropped Lieberman from another panel, delivering a mild rebuke for his strong support of Sen. John McCain and other Republicans in this month's elections.
5644	NYT_ENG_20081118.0192.LDC2009T13	Senator Obama-42	jobTitle	senator-41	1		The formal resolution before the Democrats, considered in what was described as an emotional meeting in the Old Senate Chamber of the Capitol, also declared that the Democratic caucus rejects and disapproves of Senator Lieberman's statements against Senator Obama in the 2008 presidential campaign.
5652	NYT_ENG_20081118.0192.LDC2009T13	Sen. Norm Coleman-30	jobTitle	sen.-28	1		Some Democrats remained angry that Lieberman had been so outspoken not only in his backing for McCain, but also for his campaigning for Republicans such as Sen. Norm Coleman, who continued to hold a narrow lead in his re-election bid in Minnesota.
5665	NYT_ENG_20081118.0192.LDC2009T13	Sen. Mitch McConnell of Kentucky-13	jobTitle	sen.-9	1		Despite a second round of Republican losses, Sen. Mitch McConnell of Kentucky was returned as Republican leader.
5671	AFP_ENG_20070718.0107.LDC2009T13	Spanish archbishop-2	nationality	Spanish-1	1		Spanish archbishop knocks coverage of US priest sex scandal
5770	APW_ENG_20070111.0221.LDC2009T13	British Muslim Asif Iqbal-11	nationality	British-8	1		the former prisoner portrayed in the film British Muslim Asif Iqbal
5857	AFP_ENG_20081212.0412.LDC2009T13	former president Thabo Mbeki-16	jobTitle	president-14	1		The splinter group was formed in November by ANC dissidents loyal to former president Thabo Mbeki who was recalled by the party as head of state in September.
5898	APW_ENG_20080131.0031.LDC2009T13	Former President Jimmy Carter-4	jobTitle	president-2	1		Former President Jimmy Carter said he hoped this week's meeting of Baptists across racial and theological lines could inspire other churches to end their internal divisions.
5901	APW_ENG_20080131.0031.LDC2009T13	other Baptist leaders-5	religion	baptist-4	1		Carter and other Baptist leaders organized the meeting, Celebration of a New Baptist Covenant, to develop common ministries and to challenge any perception that all Baptists accept conservative Southern Baptist views.
5917	APW_ENG_20080131.0031.LDC2009T13	the Rev. Martin Luther King Jr.-10	jobTitle	king-9		1	Several speakers Wednesday invoked the Rev. Martin Luther King Jr. when describing why this meeting was so important.
5922	APW_ENG_20071129.0782.LDC2009T13	British teacher-2	nationality	British-1	1		British teacher charged with inciting religious hatred in court for trial
5927	APW_ENG_20071129.0782.LDC2009T13	Sudan's prosecutor-general Salah Eddin Abu Zaid-7	nationality	Sudan-1	1		Sudan's prosecutor-general Salah Eddin Abu Zaid said Gibbons, who could face also face six months in jail and a fine if convicted, will receive a swift and fair trial.
5929	APW_ENG_20071129.0782.LDC2009T13	Sudan's ambassador to inquire about the case-17	nationality	Sudan-10		1	British Foreign Secretary David Miliband was meeting Thursday with Sudan's ambassador to inquire about the case.
5929	APW_ENG_20071129.0782.LDC2009T13	British Foreign Secretary David Miliband-5	nationality	British-1	1		British Foreign Secretary David Miliband was meeting Thursday with Sudan's ambassador to inquire about the case.
5931	APW_ENG_20071129.0782.LDC2009T13	British diplomats-2	nationality	British-1	1		British diplomats will do everything to avoid any of the possible sentences that could be imposed on Gibbons, he said.
5941	APW_ENG_20071129.0782.LDC2009T13	affluent Sudanese Muslim families-20	nationality	Sudanese-18	1		The school, which has about 750 students from elementary through high school, most from affluent Sudanese Muslim families, has been closed since her arrest.
5962	APW_ENG_20071129.0782.LDC2009T13	The British novelist-3	nationality	British-2	1		The British novelist was accused of blasphemy by many Muslims for his 1988 novel The Satanic Verses, which had a character seen as a reference to the prophet.
5963	APW_ENG_20071129.0782.LDC2009T13	Iran's Ayatollah Ruhollah Khomeini-5	nationality	Iran-1	1		Iran's Ayatollah Ruhollah Khomeini issued a religious edict calling for Rushdie's death.
5964	APW_ENG_20071129.0782.LDC2009T13	President al-Bashir-16	jobTitle	president-15	1		The north of Sudan bases its legal code on Islamic Sharia law, and President al-Bashir often seeks to burnish his religious credentials.
5993	AFP_ENG_20080915.0273.LDC2009T13	Kuwaiti dealer Fuad al-Awadh-19	jobTitle	dealer-17	1		We don't know whether what's happening is real or a dream, Kuwaiti dealer Fuad al-Awadh told AFP soon after the market closed.
5993	AFP_ENG_20080915.0273.LDC2009T13	Kuwaiti dealer Fuad al-Awadh-19	nationality	Kuwaiti-16	1		We don't know whether what's happening is real or a dream, Kuwaiti dealer Fuad al-Awadh told AFP soon after the market closed.
5996	AFP_ENG_20080915.0273.LDC2009T13	Parliament speaker Jassem al-Khorafi-4	jobTitle	speaker-2	1		Parliament speaker Jassem al-Khorafi called on the government to step in to halt the slide in the bourse.
6007	AFP_ENG_20071029.0174.LDC2009T13	Tehran's top trading partner-31	city	Tehran-27	1		A senior US official said Monday he discussed the latest sanctions imposed by Washington against Iran with officials in the United Arab Emirates, which is Tehran's top trading partner.
6007	AFP_ENG_20071029.0174.LDC2009T13	A senior US official-4	jobTitle	senior-2		1	A senior US official said Monday he discussed the latest sanctions imposed by Washington against Iran with officials in the United Arab Emirates, which is Tehran's top trading partner.
6007	AFP_ENG_20071029.0174.LDC2009T13	A senior US official-4	nationality	US-3	1		A senior US official said Monday he discussed the latest sanctions imposed by Washington against Iran with officials in the United Arab Emirates, which is Tehran's top trading partner.
6022	AFP_ENG_20081017.0066.LDC2009T13	Columbus Blue Jackets center Michael Peca-6	city	Columbus-1		1	Columbus Blue Jackets center Michael Peca was handed a five-game suspension by National Hockey League commissioner Gary Bettman on Friday for grabbing a referee by the arm during an October 10 game.
6046	APW_ENG_20070419.0049.LDC2009T13	managing director Kevin Christie-13	jobTitle	managing director-11	1		You can't Disney-fy Dickens, said managing director Kevin Christie, because he was better and he was first.
6150	APW_ENG_20070422.0277.LDC2009T13	the Jewish state-16	religion	jewish-15	1		He told the Dubai-based station that he would even be willing to visit the Jewish state to help bring peace to the Middle East.
6158	XIN_ENG_20080711.0216.LDC2009T13	new president Roberto Dinamite-25	jobTitle	president-23	1		Sport had the best moves in the beginning of the game, but Vasco, in the first home match under new president Roberto Dinamite, got better opportunities to score before the 35-minute goal by midfielder Morais assisted by Edmundo.
6181	LTW_ENG_20080715.0045.LDC2009T13	Australian food writer and head chef-6	nationality	Australian-1	1		Australian food writer and head chef at the Petersham Nurseries Cafe in Richmond, Surrey, comes out with her second cookbook (following A Year in My Kitchen), highlighting seasonal ingredients in recipes such as raw white asparagus with porcini, roasted hazelnuts and Parmesan
6181	LTW_ENG_20080715.0045.LDC2009T13	Australian food writer and head chef-6	jobTitle	head-5		1	Australian food writer and head chef at the Petersham Nurseries Cafe in Richmond, Surrey, comes out with her second cookbook (following A Year in My Kitchen), highlighting seasonal ingredients in recipes such as raw white asparagus with porcini, roasted hazelnuts and Parmesan
6212	LTW_ENG_20080715.0045.LDC2009T13	Italian culinary writer Del Conte-14	nationality	Italian-10	1		Puglia, Le Marche, Piedmont, Sardinia ... Italian culinary writer Del Conte covers the less-traveled regions of Italy.
6239	NYT_ENG_20070322.0112.LDC2009T13	the French cartoonist Cabu-23	nationality	French-21	1		On the cover of its Feb. 8, 2006, issue, Charlie Hebdo published an original drawing by the French cartoonist Cabu depicting a crying Muhammad with his head in his hands, saying, It's hard to be loved by idiots.
6239	NYT_ENG_20070322.0112.LDC2009T13	the French cartoonist Cabu-23	jobTitle	cartoonist-22	1		On the cover of its Feb. 8, 2006, issue, Charlie Hebdo published an original drawing by the French cartoonist Cabu depicting a crying Muhammad with his head in his hands, saying, It's hard to be loved by idiots.
6272	LTW_ENG_20081031.0044.LDC2009T13	kidney specialist Dr. Azikiwe Nwosu-40	jobTitle	specialist-37		1	In Texas, where illegal immigrants generally can't get routine care, some have cycled through the emergency room at El Paso's Thomason Hospital more than 100 times for life-saving dialysis, said kidney specialist Dr. Azikiwe Nwosu.
6460	NYT_ENG_20070318.0045.LDC2009T13	Valencia Country Club-28	city	Valencia-26	1		Bean hit 12 of 14 fairways -- four more than the previous day -- and shot a 6-under 66 to put himself in contention at Valencia Country Club.
6484	NYT_ENG_20070104.0284.LDC2009T13	President Hosni Mubarak of Egypt on Thursday-12	jobTitle	president-6	1		Prime Minister Ehud Olmert met President Hosni Mubarak of Egypt on Thursday evening in an effort to give momentum to the Israeli- Palestinian peace negotiations.
6484	NYT_ENG_20070104.0284.LDC2009T13	Prime Minister Ehud Olmert-4	jobTitle	prime minister-2	1		Prime Minister Ehud Olmert met President Hosni Mubarak of Egypt on Thursday evening in an effort to give momentum to the Israeli- Palestinian peace negotiations.
