SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
11744	APW_ENG_20080813.1721.LDC2009T13	Deputy Prime Minister Sergei Ivanov-5	jobTitle	deputy prime minister-3			Deputy Prime Minister Sergei Ivanov said in a BBC interview Wednesday, There were many reports that Russian tanks are inside Georgia which later proved out to be totally untrue.
19978	NYT_ENG_20080723.0109.LDC2009T13	Dr. Jessica Wu, a dermatologist-21	jobTitle	dermatologist-21			You wouldn't get a cut and color the week before, said Dr. Jessica Wu, a dermatologist in Beverly Hills who advises coming in three to six months before the big day.
6561	APW_ENG_20070319.0883.LDC2009T13	Detective Marc Cooper-3	jobTitle	detective-1			Detective Marc Cooper, who fired four shots, faces a misdemeanor endangerment charge, Brown said.
6436	APW_ENG_20070312.0704.LDC2009T13	Detective Bradley R. Graham-15	jobTitle	detective-12			All 23 were charged with criminal obstruction, a misdemeanor, Detective Bradley R. Graham said.
1092	AFP_ENG_20070723.0270.LDC2009T13	dictator General Francisco Franco-33	jobTitle	dictator-30			He was involved in setting up top-selling daily centre-left newspaper El Pais in 1976, a move helping to restore Spain's independent press following the 1975 death of dictator General Francisco Franco.
10231	APW_ENG_20080229.0277.LDC2009T13	Anil Jasinghe, a doctor-19	jobTitle	doctor-19			Three policemen and four civilians were being treated at Colombo National Hospital, said Anil Jasinghe, a doctor at the hospital.
8496	APW_ENG_20070803.0567.LDC2009T13	man in the car, Iraqi doctor Bilal Abdullah-11	jobTitle	doctor-9			The other man in the car, Iraqi doctor Bilal Abdullah, has been charged with conspiring to set off explosions of a nature likely to endanger life or cause serious injury.
12997	APW_ENG_20081210.0985.LDC2009T13	Kazuhiro Takahashi, equity general manager-30	jobTitle	equity general manager-30			Investors welcomed the news of congressional agreement to rescue the Big Three automakers, which came after Wall Street closed, said Kazuhiro Takahashi, equity general manager at Daiwa Securities SMBC, in Tokyo.
16240	NYT_ENG_20070223.0174.LDC2009T13	Ted Clark, executive director of the Northeastern University Center-19	jobTitle	executive director-14			It's really a quagmire, said Ted Clark, executive director of the Northeastern University Center for Family Business.
20846	XIN_ENG_20070330.0023.LDC2009T13	Antonio Maria Costa, Executive Director of the UN Office-23	jobTitle	executive director-19			Signed on Thursday by Dhahi Khalfan Tamim, Dubai Police Commander-in-Chief, and Antonio Maria Costa, Executive Director of the UN Office on Drugs and Crime (UNODC), the agreement focuses on formulation and implementation of anti-drug strategies to reduce the demand for drugs by spreading awareness among the youth, the report said.
10809	APW_ENG_20080429.0128.LDC2009T13	Linda Brownlee, executive director of a Washington-based international adoption agency-11	jobTitle	executive director-5			Linda Brownlee, executive director of a Washington-based international adoption agency, said the decision would mean that 20 families on its waiting list will not be able to be matched with children in time.
7170	APW_ENG_20070423.1050.LDC2009T13	filmmaker John Laurence-23	jobTitle	filmmaker-21			and I Am an American Soldier: One Year in Iraq in the 101st Airborne, for which filmmaker John Laurence documented soldiers' lives for 14 months.
3759	AFP_ENG_20081008.0117.LDC2009T13	Finance Minister Giulio Tremonti-14	jobTitle	finance minister-12			The management of banks remains private, said Finance Minister Giulio Tremonti in televised remarks.
16881	NYT_ENG_20070413.0234.LDC2009T13	Trevor Manuel, the finance minister of South Africa-22	jobTitle	finance minister-19			We must just allow the process to work through, said Trevor Manuel, the finance minister of South Africa, referring to the bank board's announcement on Friday that it would continue to weigh Wolfowitz's role in the transfer and pay raise of his companion after he became president of the bank in 2005.
4039	AFP_ENG_20081104.0399.LDC2009T13	Brown, the former British finance minister-7	jobTitle	finance minister-7			Brown, the former British finance minister whose struggling premiership has been boosted by his handling of the financial crisis, also wants China to give extra.
2729	AFP_ENG_20080530.0401.LDC2009T13	Ian Copsey, a senior financial analyst-39	jobTitle	financial analyst-39			Certainly the signs are that the Fed's burst of easing is probably over and that is causing the market to reappraise the possibility of interest rate hikes, said Ian Copsey, a senior financial analyst at Global Forex Trading.
21122	XIN_ENG_20071017.0353.LDC2009T13	Foreign Minister Ahmed Aboul Gheit-17	jobTitle	foreign minister-14			During a visit to Sudan Wednesday, an Egyptian delegation led by Foreign Minister Ahmed Aboul Gheit and intelligence chief Omar Suleiman delivered a message by President Hosni Mubarak to Sudanese President Omer al-Bashir.
13391	CNA_ENG_20071201.0011.LDC2009T13	C.J. Chen, former foreign minister-15	jobTitle	foreign minister-15			#N/A
6605	APW_ENG_20070320.0207.LDC2009T13	Foreign Minister Ahmed Aboul Gheit-5	jobTitle	foreign minister-2			Foreign Minister Ahmed Aboul Gheit bluntly rejected the criticism, saying outsiders don't have the right to even express their opinion on Egypt's constitution.
2127	AFP_ENG_20080305.0322.LDC2009T13	Foreign Minister Masahiko Komura-4	jobTitle	foreign minister-2			Foreign Minister Masahiko Komura said it was not permissible to use violence to try to force through one's opinion.
6280	APW_ENG_20070303.0613.LDC2009T13	Foreign Minister Rangeen Dadfar Spanta-5	jobTitle	foreign minister-2			Foreign Minister Rangeen Dadfar Spanta said the international community was rewarding Pakistan with aid packages even though it supports Taliban fighters.
18363	NYT_ENG_20071108.0178.LDC2009T13	Foreign Minister Tzipi Livni-4	jobTitle	foreign minister-2			Foreign Minister Tzipi Livni on Tuesday told her Egyptian counterpart, Ahmed Aboul Gheit, that there is a real need for a determined effort to stop weapons smuggling into the Gaza Strip.
1650	AFP_ENG_20071121.0417.LDC2009T13	Foreign Minister Alexander Downer-5	jobTitle	foreign minister-3			Australian Foreign Minister Alexander Downer expressed optimism that China and India would agree to eventually cut greenhouse gas emissions and said the East Asia Summit pact helped pave the way for a successful Bali meeting.
13762	LTW_ENG_20070415.0059.LDC2009T13	Foreign Minister Hoshyar Zebari-5	jobTitle	foreign minister-3			Iraqi Foreign Minister Hoshyar Zebari said four of Shahwani's agents were involved in the kidnapping and have been arrested.
6745	APW_ENG_20070328.1248.LDC2009T13	Iranian Foreign Minister Manouchehr Mottaki-5	jobTitle	foreign minister-3			Iranian Foreign Minister Manouchehr Mottaki, speaking during an Arab leaders summit meeting in Riyadh, Saudi Arabia, had said that Turney -- the only female crew member -- could be released later on Wednesday or on Thursday.
20899	XIN_ENG_20070523.0197.LDC2009T13	Pakistani Foreign Minister Khurshid Mahmood Kasuri-6	jobTitle	foreign minister-3			Pakistani Foreign Minister Khurshid Mahmood Kasuri and his German counterpart Frank Walter Stein Meier were talking to reporters after their talks in Islamabad on Wednesday.
2422	AFP_ENG_20080417.0221.LDC2009T13	Swedish Foreign Minister Carl Bildt-5	jobTitle	foreign minister-3			Swedish Foreign Minister Carl Bildt also expressed deep concern on Thursday over the Russian move.
16346	NYT_ENG_20070228.0271.LDC2009T13	executive director, Neil Nichols, who is the general counsel-28	jobTitle	general counsel-28			Perry, a Republican, also called on the remaining six board members to replace the acting executive director, Neil Nichols, who is the general counsel and a 33-year veteran of the agency.
19656	NYT_ENG_20080503.0119.LDC2009T13	General Manager Billy Knight-15	jobTitle	general manager-13			For five years, ever since a rebuilding project started with General Manager Billy Knight in 2003, Atlanta Hawks fans have resented failed draft picks (Shelden Williams), the refusal to draft a top-shelf point guard (Chris Paul, Deron Williams), the signing of the swingman Joe Johnson to a five-year, $70 million contract, and the squabbling over finances by a cadre of 10 owners.
19915	NYT_ENG_20080714.0027.LDC2009T13	Shawn Davis, general manager of the National Finals Rodeo-32	jobTitle	general manager-27			There are very few people who you can say really made rodeo, and he is one of them, Shawn Davis, general manager of the National Finals Rodeo, told the cowboys association.
3544	AFP_ENG_20080914.0207.LDC2009T13	City goalkeeper Thomas Sorensen-21	jobTitle	goalkeeper-19			Arteta's clever reverse-pass found Cahill and his precise ball released Yakubu who calmly slotted home past City goalkeeper Thomas Sorensen.
9141	APW_ENG_20071001.0511.LDC2009T13	Bayern goalkeeper Oliver Kahn-4	jobTitle	goalkeeper-2			Bayern goalkeeper Oliver Kahn to have elbow surgery
1446	AFP_ENG_20070922.0273.LDC2009T13	Scotland goalkeeper Craig Gordon-29	jobTitle	goalkeeper-27			Debutant Gary O'Neil floated in a cross from the right and the Argentinian rose to met it with an emphatic header that left Sunderland's Scotland goalkeeper Craig Gordon with no chance.
10262	APW_ENG_20080306.1575.LDC2009T13	Tottenham goalkeeper Paul Robinson-40	jobTitle	goalkeeper-38			Defender Gilberto, who was making his debut after joining Spurs in January, gave the ball away to Farfan midway inside his own half and the PSV midfielder ran forward before curling a shot past Tottenham goalkeeper Paul Robinson.
8658	APW_ENG_20070805.0106.LDC2009T13	Governor Brian Schweitzer-16	jobTitle	governor-14			This fire is in the hands of God right now, Governor Brian Schweitzer said Saturday after taking a helicopter flight over the blaze, which already had burned nearly 8 square miles (20.7 sq. kilometers) since starting Friday afternoon.
913	AFP_ENG_20070618.0478.LDC2009T13	Japan governor Toshihiko Fukui-19	jobTitle	governor-17			The Japanese currency came under renewed pressure Friday after a dovish speech from Bank of Japan governor Toshihiko Fukui suggested that interest rates would not rise again any time soon.
8413	APW_ENG_20070726.0328.LDC2009T13	Marajudin Pathan, the governor of Ghazni province-8	jobTitle	governor-5			Marajudin Pathan, the governor of Ghazni province, said militants have given a list of eight Taliban prisoners who they want released in exchange for eight Koreans.
10711	APW_ENG_20080424.0202.LDC2009T13	Health Minister Yoichi Masuzoe-13	jobTitle	health minister-11			This should not happen again, said Health Minister Yoichi Masuzoe.
20236	NYT_ENG_20081008.0179.LDC2009T13	James Loney, a great mistake hitter-12	jobTitle	hitter-12			Furcal's return has moved James Loney, a great mistake hitter, into a run-producing spot, with trade acquisition Casey Blake left to give professional at-bats at the bottom of the lineup.
4630	APW_ENG_20070102.0010.LDC2009T13	King Gyanendra-2	jobTitle	king-1			King Gyanendra -- gee-YAN'-en-drah
5387	APW_ENG_20070118.1078.LDC2009T13	King Mohamed VI-12	jobTitle	king-10			A leading Moroccan journalist and critic of Morocco's King Mohamed VI announced Thursday he is resigning under mounting pressure from the government.
4034	AFP_ENG_20081104.0399.LDC2009T13	King Abdullah-17	jobTitle	king-16			Since he arrived in the Gulf on Saturday, Brown has met Saudi Arabia's King Abdullah -- who will attend the G20 meeting, Qatar's Prime Minister Sheikh Hamad bin Jassem bin Jabr al-Thani and Abu Dhabi Crown Prince Sheikh Mohammed bin Zayed al-Nahyan.
538	AFP_ENG_20070405.0107.LDC2009T13	King Abdullah-25	jobTitle	king-24			US House speaker Nancy Pelosi was due to visit an all-male advisory council in key ally Saudi Arabia Thursday after discussing Iraq with King Abdullah on the last leg of a controversial Middle East trip.
5854	APW_ENG_20070204.0494.LDC2009T13	Saudi King Abdullah, the highest-profile mediation effort-37	jobTitle	king-31			Abbas and Hamas' supreme leader in exile, Khaled Mashaal, are to meet in Islam's holy city of Mecca on Tuesday for reconciliation talks hosted by Saudi King Abdullah, the highest-profile mediation effort in several weeks of fighting.
7948	APW_ENG_20070701.0319.LDC2009T13	father, the late King Hussein-8	jobTitle	king-7			Abdullah's father, the late King Hussein, severed administrative links with the West Bank in 1988, handing responsibility to the Palestine Liberation Organization under its late leader, Yasser Arafat.
10306	APW_ENG_20080314.1686.LDC2009T13	King Henry VI-10	jobTitle	king-8			Eton College, founded in 1440 by King Henry VI, is home for 1,300 boys between the ages of 13 and 18 who all board at the school, some 25 miles (40 kilometers) west of London.
6222	APW_ENG_20070302.0519.LDC2009T13	lawyer John Courtney-13	jobTitle	lawyer-11			It didn't mean anything to me, lawyer John Courtney told his former client, Che Sosa, on Thursday.
677	AFP_ENG_20070427.0057.LDC2009T13	lawyer K.T.S. Tulsi-13	jobTitle	lawyer-11			A consensual kiss can never be an offence, lawyer K.T.S. Tulsi was quoted as saying.
20776	XIN_ENG_20070313.0139.LDC2009T13	lawyer Tevita Fa-4	jobTitle	lawyer-2			His lawyer Tevita Fa confirmed that they are looking into the matter.
8239	APW_ENG_20070711.1480.LDC2009T13	lawyer Lawrence D'Ambrosio-22	jobTitle	lawyer-20			Diehl-Armstrong was notified Tuesday that she may face charges of bank robbery, conspiracy and a firearms count, lawyer Lawrence D'Ambrosio said.
19247	NYT_ENG_20080210.0033.LDC2009T13	Stephen W. Kidder, a lawyer-20	jobTitle	lawyer-20			Multiple-state taxation is a crazy hodgepodge of rules and systems, said Stephen W. Kidder, a lawyer in Boston who deals with the issue on behalf of the baseball, football and hockey players' unions.
2138	AFP_ENG_20080306.0290.LDC2009T13	Denis Chemla, lawyer-21	jobTitle	lawyer-21			This opens the door for the case to return to the United States, said Denis Chemla, lawyer for US aeronautics supplier Honeywell, who said he would study the ruling before deciding whether to file a higher appeal.
19210	NYT_ENG_20080206.0095.LDC2009T13	Ward, McNamee's lead lawyer-23	jobTitle	lawyer-23			This will totally corroborate that Brian has been telling the truth from the beginning, Ward, McNamee's lead lawyer, said in a telephone interview.
11198	APW_ENG_20080525.0355.LDC2009T13	U.S. lawyer Jared Genser-26	jobTitle	lawyer-24			Under Myanmar law, no one can be held longer than five years without being released or put on trial, said U.S. lawyer Jared Genser, hired by Suu Kyi's family to push for her release.
1394	AFP_ENG_20070917.0048.LDC2009T13	nieces, their lawyer-33	jobTitle	lawyer-33			Mpozagara and his wife were each fined 10,000 euros (13,869 dollars) and ordered to pay 24,000 euros in damages and interest to the elder of the two nieces, their lawyer Patrick Caillet told AFP.
13909	LTW_ENG_20070501.0152.LDC2009T13	Douglas Mirell, a First Amendment lawyer-36	jobTitle	lawyer-36			``The California Supreme Court spoke definitively and unanimously that you cannot conduct proceedings that should be part of the ordinary trial process in closed chambers,'' said Douglas Mirell, a First Amendment lawyer at Loeb &amp
18658	NYT_ENG_20071202.0121.LDC2009T13	Mark C. Zauderer, a Manhattan trial lawyer-40	jobTitle	lawyer-40			We don't know the truth of the various allegations, but other things may come out that are not directly related to what she is suing for, said Mark C. Zauderer, a Manhattan trial lawyer.
8210	APW_ENG_20070711.1331.LDC2009T13	Dimieari von Kemedi, a human rights lawyer-49	jobTitle	lawyer-49			The root causes behind the kidnappings -- poverty, corruption and lawlessness -- must be tackled before the country degenerates into a Colombia-style situation in which any wealthy person is a potential victim, regardless of employer or nationality, said Dimieari von Kemedi, a human rights lawyer working in the Delta.
640	AFP_ENG_20070425.0475.LDC2009T13	lawyer Uriel Meser-10	jobTitle	lawyer-8			The former business partner in question is lawyer Uriel Meser, who is widely credited with having Olmert elected as Jerusalem mayor in 1998.
17711	NYT_ENG_20070716.0094.LDC2009T13	Richard Hoyt, market strategist-22	jobTitle	market strategist-22			The market has come to the realization that the consumer is holding up, said Richard Hoyt, market strategist at KDV Wealth Management in Minneapolis.
15889	NYT_ENG_20070126.0042.LDC2009T13	Mayor Michael R. Bloomberg-4	jobTitle	mayor-1			Mayor Michael R. Bloomberg hears advice that he and his billions should go for it.
15887	NYT_ENG_20070126.0042.LDC2009T13	Former Mayor Rudolph W. Giuliani-5	jobTitle	mayor-2			Former Mayor Rudolph W. Giuliani seems ready to follow.
15701	NYT_ENG_19990520.0057.LDC2007T07	Mayor Richard Riordan-23	jobTitle	mayor-21			Zedillo and Gov. Gray Davis came from Sacramento to Los Angeles by train and were greeted at Union Station by Mayor Richard Riordan and other dignitaries.
1078	AFP_ENG_20070720.0152.LDC2009T13	mayor Sardar Tariqullah-23	jobTitle	mayor-21			Seventeen bodies have been recovered after about 40 to 50 people were swept away by flooding, local mayor Sardar Tariqullah told AFP by telephone from Upper Dir, some 320 kilometres (200 miles) northwest of Islamabad.
18638	NYT_ENG_20071202.0121.LDC2009T13	Rudolph W. Giuliani, former mayor of New York and a presidential candidate-29	jobTitle	mayor-22			Much continues to be made of the fact that Regan is sitting on explosive allegations about Rudolph W. Giuliani, former mayor of New York and a presidential candidate.
17902	NYT_ENG_20070804.0058.LDC2009T13	Mayor Michael R. Bloomberg-9	jobTitle	mayor-6			The Giulianis were married by Mayor Michael R. Bloomberg in May 2003, on the lawn of Gracie Mansion.
13565	LTW_ENG_20070301.0063.LDC2009T13	Marian Pilka, a leading member of parliament-8	jobTitle	member of parliament-8			Marian Pilka, a leading member of parliament in the ruling Law and Justice Party, told Newsday that when the government sits down to negotiate the missile system with the United States, it will expect something in return.
11274	APW_ENG_20080531.0724.LDC2009T13	Jamie Rhome, a meteorologist-27	jobTitle	meteorologist-27			There was chance it could strengthen back into a tropical storm before hitting Mexico again south of Veracruz on Wednesday, said Jamie Rhome, a meteorologist with the Hurricane Center.
18399	NYT_ENG_20071112.0090.LDC2009T13	Martha Butler de Lister, a physician-26	jobTitle	physician-26			People come to the city with dreams and learn there is nothing for them here, says Martha Butler de Lister, a physician and former national AIDS director who now works in Santo Domingo with charitable organizations.
9210	APW_ENG_20071010.0782.LDC2009T13	U.S. poet laureate Robert Hass-25	jobTitle	poet-22			God is Not Great author Christopher Hitchens, Tree of Smoke novelist Denis Johnson and former U.S. poet laureate Robert Hass are among the finalists for the National Book Awards.
17149	NYT_ENG_20070515.0215.LDC2009T13	Mark Shields, the deputy police commissioner-28	jobTitle	police commissioner-28			Every theory, from weed killer to aconite, has come from the media, not the police, Mark Shields, the deputy police commissioner, told the Jamaica Observer newspaper on Monday from South Africa, where he was traveling on police business.
20692	XIN_ENG_20070105.0205.LDC2009T13	Zhou Xiaotao, a county police officer-24	jobTitle	police officer-24			Six people in the car were killed in the collision at around 10:30 a.m. Friday, said Zhou Xiaotao, a county police officer in charge of the investigation.
19127	NYT_ENG_20080123.0277.LDC2009T13	Kimberly Miller, state policy specialist-25	jobTitle	policy specialist-25			Washington is really examining how successful Mississippi's recovery is for all of its citizens, said Kimberly Miller, state policy specialist for Oxfam America in Biloxi.
21463	XIN_ENG_20080214.0317.LDC2009T13	President Arroyo-2	jobTitle	president-1			President Arroyo was supposed to attend the homecoming of Philippine Military Academy graduates in the summer capital on Saturday.
6752	APW_ENG_20070328.1248.LDC2009T13	President Bush-2	jobTitle	president-1			President Bush spoke to British Prime Minister Tony Blair over a secured video conference call about the standoff Wednesday.
13425	CNA_ENG_20080315.0014.LDC2009T13	President Chen Shui-bian-3	jobTitle	president-1			President Chen Shui-bian touted Friday his insistence on Taiwan's separate identity, the consolidation and deepening of Taiwan's young democracy, and the upholding of freedom of the press as his political legacies.
10273	APW_ENG_20080308.0234.LDC2009T13	President George W. Bush-4	jobTitle	president-1			President George W. Bush is poised to veto legislation that would bar the CIA from using waterboarding -- a technique that simulates drowning -- and other harsh interrogation methods on terror suspects.
10829	APW_ENG_20080429.0666.LDC2009T13	President Hamid Karzai-3	jobTitle	president-1			President Hamid Karzai was warned of a weekend assassination plot against him, Afghanistan's intelligence chief said Tuesday, while admitting failings by security services that allowed militants to launch the attack.
10169	APW_ENG_20080208.0306.LDC2009T13	President Harry Truman-3	jobTitle	president-1			President Harry Truman had the lowest rating ever in the Gallup Poll with 23 percent approval in 1952 during the Korean War
6577	APW_ENG_20070320.0207.LDC2009T13	President Hosni Mubarak-3	jobTitle	president-1			President Hosni Mubarak has billed the changes Monday as part of a reform package aimed at increasing democracy in the country he has ruled unchallenged for a quarter century.
3939	AFP_ENG_20081027.0634.LDC2009T13	President Lee Myung-Bak-3	jobTitle	president-1			President Lee Myung-Bak insisted the nation would not face a repeat of the 1997-98 financial crisis, after the local stock market last week suffered its biggest weekly decline and the won plunged to a 10-year low.
20707	XIN_ENG_20070115.0098.LDC2009T13	President Mahmoud Abbas-3	jobTitle	president-1			President Mahmoud Abbas soon, Israel's local media reported.
19704	NYT_ENG_20080506.0226.LDC2009T13	President Michelle Bachelet-3	jobTitle	president-1			President Michelle Bachelet visited the area on Monday, announcing subsidies and other aid for affected families.
9863	APW_ENG_20080106.0292.LDC2009T13	President Mikhail Saakashvili-3	jobTitle	president-1			President Mikhail Saakashvili headed for victory in Georgia's election, according to an exit poll and early results released Sunday, but the opposition claimed the vote was rigged and called for protests.
10170	APW_ENG_20080208.0306.LDC2009T13	President Richard Nixon-3	jobTitle	president-1			President Richard Nixon reached 24 percent during the summer of 1974 before he resigned during the Watergate scandal.
14248	LTW_ENG_20070909.0013.LDC2009T13	President Richard Nixon-3	jobTitle	president-1			President Richard Nixon withdrew U.S. forces slowly from Vietnam -- with disastrous consequences.
1808	AFP_ENG_20071221.0389.LDC2009T13	President Robert Mugabe-3	jobTitle	president-1			President Robert Mugabe said Friday that foreign mining firms who invest in Zimbabwe would be allowed to retain majority stakes under controversial ownership regulations.
6235	APW_ENG_20070302.0701.LDC2009T13	President Vladimir Putin-3	jobTitle	president-1			President Vladimir Putin said Friday that a storage facility for Russian natural gas could be built in Belgium to make it a hub for gas exports to Europe.
13521	LTW_ENG_20070203.0123.LDC2009T13	Cathie Adams, president of the Texas Eagle Forum, an organization-18	jobTitle	president-10			Follow the money,'' said Cathie Adams, president of the Texas Eagle Forum, an organization that promotes socially conservative government policies.
9047	APW_ENG_20070913.0218.LDC2009T13	President Bush-11	jobTitle	president-10			He said, We are very certain that President Bush will be very displeased that we are here at all.
10415	APW_ENG_20080401.1042.LDC2009T13	President George W. Bush-13	jobTitle	president-10			They have held off on approving all the money President George W. Bush wants for the war this year.
1464	AFP_ENG_20071004.0237.LDC2009T13	Prime Minister Jaroslaw Kaczynski, the president-10	jobTitle	president-10			Earlier Thursday, Prime Minister Jaroslaw Kaczynski, the president's identical twin, had ruled out a postponement.
3513	AFP_ENG_20080911.0307.LDC2009T13	South African president Nelson Mandela-12	jobTitle	president-10			In June, US lawmakers removed former South African president Nelson Mandela and his African National Congress from a three- decade old immigration watch list for possible terrorists.
9413	APW_ENG_20071112.0778.LDC2009T13	U.S. President George W. Bush-13	jobTitle	president-10			Both Sarkozy and Merkel have discussed Iran with U.S. President George W. Bush during separate trans-Atlantic trips over the past week.
22108	XIN_ENG_20081111.0103.LDC2009T13	Sri Lankan President Mahinda Rajapakse-13	jobTitle	president-11			COLOMBO, Nov. 10 (Xinhua) -- Sri Lankan President Mahinda Rajapakse departed here Monday heading for the Indian capital of New Delhi via the Maldives to meet Indian leaders, officials said.
1059	AFP_ENG_20070719.0644.LDC2009T13	TAM President Marco Antonio Bologna-14	jobTitle	president-11			There is no sign of survivors, TAM President Marco Antonio Bologna said at a news conference.
2522	AFP_ENG_20080507.0747.LDC2009T13	Chinese President Hu Jintao-14	jobTitle	president-12			Japanese Prime Minister Yasuo Fukuda said Wednesday after talks with Chinese President Hu Jintao that the Asian powers hoped to resolve a row over gas fields as soon as possible.
2233	AFP_ENG_20080319.0687.LDC2009T13	President Mahinda Rajapakse-14	jobTitle	president-12			He is a national asset for Sri Lanka, President Mahinda Rajapakse said at Clarke's 90th birthday bash in Colombo.
8061	APW_ENG_20070707.0463.LDC2009T13	father, former President Amin Gemayel-15	jobTitle	president-13			Lebanon's ruling anti-Syrian coalition, including Gemayel's father, former President Amin Gemayel, have implied Syria was behind the assassinations -- a charge Syria denies.
11318	APW_ENG_20080703.0858.LDC2009T13	Mexican President Felipe Calderon-15	jobTitle	president-13			John McCain was discussing the thorny issue of immigration Thursday with Mexican President Felipe Calderon, as the Republican presidential candidate wrapped up a three-day visit to Colombia and Mexico designed to promote free trade and burnish his foreign policy credentials.
14180	LTW_ENG_20070908.0142.LDC2009T13	President Bush-14	jobTitle	president-13			And the Federal Emergency Management Agency, FEMA Director Michael Brown and President Bush were castigated for slow rescue and relief efforts.
5265	APW_ENG_20070113.0115.LDC2009T13	President Daniel Ortega-15	jobTitle	president-13			Morales, speaking Friday after returning from the inauguration of fellow leftist President Daniel Ortega in Nicaragua, blamed Reyes for provoking the protests but called on demonstrators to refrain from further violence.
21225	XIN_ENG_20071031.0246.LDC2009T13	Chandrapala Liyanage, the president 's director general-17	jobTitle	president-14			He expects the media to act responsibly, Chandrapala Liyanage, the president 's director general for media said.
17195	NYT_ENG_20070516.0154.LDC2009T13	President Hugo Chavez-16	jobTitle	president-14			In Austin, the law firm represented Citgo Petroleum Co. controlled by Venezuelan President Hugo Chavez, who has been criticized by Giuliani and others for his anti-American rhetoric.
1042	AFP_ENG_20070718.0495.LDC2009T13	president Nelson Mandela-16	jobTitle	president-14			The opening sequence, which has been seen by AFP, shows former president Nelson Mandela warning Mbeki not to settle scores with opponents after the latter was elected unopposed as head of the ANC a decade ago.
18857	NYT_ENG_20071217.0036.LDC2009T13	President Roh Moo-hyun-16	jobTitle	president-14			Still, many voters are supporting Lee as a reaction against the incumbent President Roh Moo-hyun, experts said.
4498	APW_ENG_20020131.1110.LDC2007T07	economics professor Michael Goetz, president of the Faculty Senate-19	jobTitle	president-15			And I think that has happened,'' said economics professor Michael Goetz, president of the Faculty Senate.
14619	LTW_ENG_20071216.0044.LDC2009T13	President Bush-16	jobTitle	president-15			The withdrawals are occurring over the next eight months as the troop surge that President Bush ordered last January gradually comes to an end.
12966	APW_ENG_20081208.0504.LDC2009T13	President Karolos Papoulias-17	jobTitle	president-15			The Police Officers' Association has apologized to the boy's family, and President Karolos Papoulias sent a telegram to his parents expressing his condolences.
8300	APW_ENG_20070716.0794.LDC2009T13	President Ronald Reagan with one of Poland's highest distinctions-24	jobTitle	president-15			During his three-day U.S. visit, Kaczynski is also scheduled to honor the late President Ronald Reagan with one of Poland's highest distinctions, presenting his widow Nancy Reagan with the Order of the White Eagle in Los Angeles on Tuesday.
1483	AFP_ENG_20071005.0130.LDC2009T13	President Vladimir Putin-17	jobTitle	president-15			Moscow has said the system would create a new Berlin wall, and President Vladimir Putin has suggested siting it in Azerbaijan instead.
2491	AFP_ENG_20080501.0511.LDC2009T13	President Wade-16	jobTitle	president-15			Despite India restricting exports to premium long grain basmati rice on April 1, President Wade said a week ago that he received New Delhi's assurance of a supply of 600,000 tonnes annually for the next six years.
218	AFP_ENG_20070219.0554.LDC2009T13	R. C. Purohit, president of the Federation of Karnataka Chambers-21	jobTitle	president-15			Every Bangalorean is proud of MTR, said R. C. Purohit, president of the Federation of Karnataka Chambers of Commerce and Industry.
17728	NYT_ENG_20070716.0094.LDC2009T13	Jim Weiss, president of Weiss Capital Management of Concord-22	jobTitle	president-16			All that money has to find a home, said Jim Weiss, president of Weiss Capital Management of Concord.
12172	APW_ENG_20081001.0688.LDC2009T13	President Oscar Arias of Costa Rica-21	jobTitle	president-16			The managers of big business took huge risks out of greed, said President Oscar Arias of Costa Rica, whose economy is highly dependent on U.S. trade.
5977	APW_ENG_20070215.0123.LDC2009T13	President Lansana Conte-19	jobTitle	president-17			Along with opposition politicians and other union heads, Diallo has demanded in recent days that President Lansana Conte resign from power.
8324	APW_ENG_20070720.0539.LDC2009T13	Taiwanese President Chen Shui-bian-19	jobTitle	president-17			Hsieh's trip comes against the background of rising unease in Washington over plans by Taiwanese President Chen Shui-bian to hold a referendum on Taiwan's entry into the United Nations under its own name, a move that has been broadly condemned by Beijing.
12808	APW_ENG_20081121.1345.LDC2009T13	New York Fed president Timothy Geithner-20	jobTitle	president-18			The turnaround came when word reached Wall Street that Obama was likely to nominate New York Fed president Timothy Geithner, 47, for treasury secretary.
16945	NYT_ENG_20070424.0311.LDC2009T13	AFL-CIO president Cindy Hall-21	jobTitle	president-19			I can't understand why you are trying to make voter registration harder, said AFL-CIO president Cindy Hall.
21465	XIN_ENG_20080214.0317.LDC2009T13	President Arroyo-20	jobTitle	president-19			Prestoza said intelligence information from the Philippine National Police (PNP) warned of threats not only to President Arroyo but also to other government officials.
6465	APW_ENG_20070315.0606.LDC2009T13	President Mahmoud Abbas-21	jobTitle	president-19			On Thursday, Prime Minister Ismail Haniyeh of Hamas was to present the list of Cabinet ministers to President Mahmoud Abbas.
6094	APW_ENG_20070220.1046.LDC2009T13	Stewart Dorrington, president of the hunting body-23	jobTitle	president-19			A small sector has given the whole industry a bad name, said Stewart Dorrington, president of the hunting body.
7075	APW_ENG_20070414.0635.LDC2009T13	Ugandan President Yoweri Museveni-21	jobTitle	president-19			The Lord's Resistance Army is made up of the remnants of a rebellion that began after Ugandan President Yoweri Museveni took power in 1986.
